gene;sample;mutated;label;year
Arsenic Res.;56;0;features;2013
IncA/C;56;0;inc-group;2013
IncA/C2;56;0;inc-group;2013
IncFIA;56;3;inc-group;2013
IncFIB;56;0;inc-group;2013
IncFIC;56;0;inc-group;2013
IncFII;56;0;inc-group;2013
IncHI1A;56;0;inc-group;2013
IncHI1B;56;0;inc-group;2013
IncHI2;56;0;inc-group;2013
IncL/M;56;0;inc-group;2013
IncN;56;0;inc-group;2013
IncN2;56;0;inc-group;2013
IncN3;56;0;inc-group;2013
IncP;56;0;inc-group;2013
IncQ1;56;0;inc-group;2013
IncU;56;0;inc-group;2013
IncX3;56;0;inc-group;2013
IncY;56;0;inc-group;2013
Acinetobacter;56;0;organism;2013
Aeromonas;56;0;organism;2013
Citrobacter;56;0;organism;2013
Enterobacter;56;0;organism;2013
Escherichia;56;4;organism;2013
Klebsiella;56;0;organism;2013
Leclercia;56;0;organism;2013
Morganella;56;0;organism;2013
Pantoea;56;0;organism;2013
Proteus;56;0;organism;2013
Pseudomonas;56;0;organism;2013
Raoultella;56;0;organism;2013
Salmonella;56;0;organism;2013
Serratia;56;0;organism;2013
CMY;96;0;β-lactamases;2016
CTX-M;96;0;β-lactamases;2016
DHA;96;0;β-lactamases;2016
FOX;96;0;β-lactamases;2016
GES;96;0;β-lactamases;2016
IMP;96;0;β-lactamases;2016
LAP;96;0;β-lactamases;2016
OXA;96;1;β-lactamases;2016
PSE;96;0;β-lactamases;2016
SHV;96;0;β-lactamases;2016
TEM;96;1;β-lactamases;2016
VEB;96;0;β-lactamases;2016
umuC/D;96;2;features;2016
Plasmid-segregation;96;0;features;2016
Toxin-antitoxin;96;0;features;2016
psiA/B;96;0;features;2016
Transposon;96;2;features;2016
Mercuric Res.;96;0;features;2016
Copper Res.;96;0;features;2016
Arsenic Res.;96;0;features;2016
IncA/C;96;0;inc-group;2016
IncA/C2;96;0;inc-group;2016
IncFIA;96;0;inc-group;2016
IncFIB;96;0;inc-group;2016
IncFIC;96;0;inc-group;2016
IncFII;96;0;inc-group;2016
IncHI1A;96;0;inc-group;2016
IncHI1B;96;0;inc-group;2016
IncHI2;96;0;inc-group;2016
IncL/M;96;0;inc-group;2016
IncN;96;3;inc-group;2016
IncN2;96;0;inc-group;2016
IncN3;96;0;inc-group;2016
IncP;96;0;inc-group;2016
IncQ1;96;0;inc-group;2016
IncU;96;0;inc-group;2016
IncX3;96;0;inc-group;2016
IncY;96;0;inc-group;2016
Acinetobacter;96;0;organism;2016
Aeromonas;96;0;organism;2016
Citrobacter;96;0;organism;2016
Enterobacter;96;0;organism;2016
Escherichia;96;4;organism;2016
Klebsiella;96;0;organism;2016
Leclercia;96;0;organism;2016
Morganella;96;0;organism;2016
Pantoea;96;0;organism;2016
Proteus;96;0;organism;2016
Pseudomonas;96;0;organism;2016
Raoultella;96;0;organism;2016
Salmonella;96;0;organism;2016
Serratia;96;0;organism;2016
CMY;80;0;β-lactamases;2017
CTX-M;80;0;β-lactamases;2017
DHA;80;0;β-lactamases;2017
FOX;80;0;β-lactamases;2017
GES;80;0;β-lactamases;2017
IMP;80;0;β-lactamases;2017
LAP;80;0;β-lactamases;2017
OXA;80;0;β-lactamases;2017
PSE;80;0;β-lactamases;2017
SHV;80;0;β-lactamases;2017
TEM;80;0;β-lactamases;2017
VEB;80;0;β-lactamases;2017
umuC/D;80;2;features;2017
Plasmid-segregation;80;0;features;2017
Toxin-antitoxin;80;0;features;2017
psiA/B;80;2;features;2017
Transposon;80;0;features;2017
Mercuric Res.;80;0;features;2017
Copper Res.;80;0;features;2017
Arsenic Res.;80;0;features;2017
IncA/C;80;0;inc-group;2017
IncA/C2;80;0;inc-group;2017
IncFIA;80;0;inc-group;2017
IncFIB;80;0;inc-group;2017
IncFIC;80;0;inc-group;2017
IncFII;80;0;inc-group;2017
IncHI1A;80;0;inc-group;2017
IncHI1B;80;0;inc-group;2017
IncHI2;80;0;inc-group;2017
IncL/M;80;0;inc-group;2017
IncN;80;0;inc-group;2017
IncN2;80;0;inc-group;2017
IncN3;80;0;inc-group;2017
IncP;80;0;inc-group;2017
IncQ1;80;0;inc-group;2017
IncU;80;0;inc-group;2017
IncX3;80;0;inc-group;2017
IncY;80;0;inc-group;2017
Acinetobacter;80;0;organism;2017
Aeromonas;80;0;organism;2017
Citrobacter;80;0;organism;2017
Enterobacter;80;0;organism;2017
Escherichia;80;0;organism;2017
Klebsiella;80;4;organism;2017
Leclercia;80;0;organism;2017
Morganella;80;0;organism;2017
Pantoea;80;0;organism;2017
Proteus;80;0;organism;2017
Pseudomonas;80;0;organism;2017
Raoultella;80;0;organism;2017
Salmonella;80;0;organism;2017
Serratia;80;0;organism;2017
CMY;83;0;β-lactamases;2012
CTX-M;83;0;β-lactamases;2012
DHA;83;0;β-lactamases;2012
FOX;83;0;β-lactamases;2012
GES;83;0;β-lactamases;2012
IMP;83;0;β-lactamases;2012
LAP;83;0;β-lactamases;2012
OXA;83;0;β-lactamases;2012
PSE;83;0;β-lactamases;2012
SHV;83;0;β-lactamases;2012
TEM;83;0;β-lactamases;2012
VEB;83;0;β-lactamases;2012
umuC/D;83;2;features;2012
Plasmid-segregation;83;2;features;2012
Toxin-antitoxin;83;2;features;2012
psiA/B;83;2;features;2012
Transposon;83;2;features;2012
Mercuric Res.;83;2;features;2012
Copper Res.;83;0;features;2012
Arsenic Res.;83;0;features;2012
IncA/C;83;0;inc-group;2012
IncA/C2;83;0;inc-group;2012
IncFIA;83;0;inc-group;2012
IncFIB;83;0;inc-group;2012
IncFIC;83;0;inc-group;2012
IncFII;83;0;inc-group;2012
IncHI1A;83;0;inc-group;2012
IncHI1B;83;0;inc-group;2012
IncHI2;83;0;inc-group;2012
IncL/M;83;0;inc-group;2012
IncN;83;0;inc-group;2012
IncN2;83;0;inc-group;2012
IncN3;83;0;inc-group;2012
IncP;83;0;inc-group;2012
IncQ1;83;0;inc-group;2012
IncU;83;0;inc-group;2012
IncX3;83;0;inc-group;2012
IncY;83;0;inc-group;2012
Acinetobacter;83;0;organism;2012
Aeromonas;83;0;organism;2012
Citrobacter;83;0;organism;2012
Enterobacter;83;0;organism;2012
Escherichia;83;4;organism;2012
Klebsiella;83;4;organism;2012
Leclercia;83;0;organism;2012
Morganella;83;0;organism;2012
Pantoea;83;0;organism;2012
Proteus;83;0;organism;2012
Pseudomonas;83;0;organism;2012
Raoultella;83;0;organism;2012
Salmonella;83;0;organism;2012
Serratia;83;0;organism;2012
CMY;2;0;β-lactamases;2008
CTX-M;2;0;β-lactamases;2008
DHA;2;0;β-lactamases;2008
FOX;2;0;β-lactamases;2008
GES;2;0;β-lactamases;2008
IMP;2;1;β-lactamases;2008
LAP;2;0;β-lactamases;2008
OXA;2;0;β-lactamases;2008
PSE;2;0;β-lactamases;2008
SHV;2;1;β-lactamases;2008
TEM;2;0;β-lactamases;2008
VEB;2;0;β-lactamases;2008
umuC/D;2;2;features;2008
Plasmid-segregation;2;2;features;2008
Toxin-antitoxin;2;2;features;2008
psiA/B;2;2;features;2008
Transposon;2;2;features;2008
Mercuric Res.;2;2;features;2008
Copper Res.;2;0;features;2008
Arsenic Res.;2;2;features;2008
IncA/C;2;0;inc-group;2008
IncA/C2;2;0;inc-group;2008
IncFIA;2;0;inc-group;2008
IncFIB;2;3;inc-group;2008
IncFIC;2;0;inc-group;2008
IncFII;2;0;inc-group;2008
IncHI1A;2;0;inc-group;2008
IncHI1B;2;0;inc-group;2008
IncHI2;2;0;inc-group;2008
IncL/M;2;0;inc-group;2008
IncN;2;0;inc-group;2008
IncN2;2;0;inc-group;2008
IncN3;2;0;inc-group;2008
IncP;2;0;inc-group;2008
IncQ1;2;0;inc-group;2008
IncU;2;3;inc-group;2008
IncX3;2;0;inc-group;2008
IncY;2;0;inc-group;2008
Acinetobacter;2;0;organism;2008
Aeromonas;2;4;organism;2008
Citrobacter;2;0;organism;2008
Enterobacter;2;0;organism;2008
Escherichia;2;4;organism;2008
Klebsiella;2;4;organism;2008
Leclercia;2;0;organism;2008
Morganella;2;0;organism;2008
Pantoea;2;0;organism;2008
Proteus;2;0;organism;2008
Pseudomonas;2;0;organism;2008
Raoultella;2;4;organism;2008
Salmonella;2;0;organism;2008
Serratia;2;0;organism;2008
CMY;21;0;β-lactamases;2017
CTX-M;21;0;β-lactamases;2017
DHA;21;0;β-lactamases;2017
FOX;21;0;β-lactamases;2017
GES;21;0;β-lactamases;2017
IMP;21;0;β-lactamases;2017
LAP;21;0;β-lactamases;2017
OXA;21;0;β-lactamases;2017
PSE;21;0;β-lactamases;2017
SHV;21;0;β-lactamases;2017
TEM;21;0;β-lactamases;2017
VEB;21;0;β-lactamases;2017
umuC/D;21;0;features;2017
Plasmid-segregation;21;0;features;2017
Toxin-antitoxin;21;2;features;2017
psiA/B;21;0;features;2017
Transposon;21;0;features;2017
Mercuric Res.;21;2;features;2017
Copper Res.;21;0;features;2017
Arsenic Res.;21;2;features;2017
IncA/C;21;0;inc-group;2017
IncA/C2;21;3;inc-group;2017
IncFIA;21;0;inc-group;2017
IncFIB;21;0;inc-group;2017
IncFIC;21;0;inc-group;2017
IncFII;21;0;inc-group;2017
IncHI1A;21;0;inc-group;2017
IncHI1B;21;0;inc-group;2017
IncHI2;21;0;inc-group;2017
IncL/M;21;0;inc-group;2017
IncN;21;0;inc-group;2017
IncN2;21;0;inc-group;2017
IncN3;21;0;inc-group;2017
IncP;21;0;inc-group;2017
IncQ1;21;0;inc-group;2017
IncU;21;0;inc-group;2017
IncX3;21;0;inc-group;2017
IncY;21;0;inc-group;2017
Acinetobacter;21;0;organism;2017
Aeromonas;21;0;organism;2017
Citrobacter;21;0;organism;2017
Enterobacter;21;0;organism;2017
Escherichia;21;0;organism;2017
Klebsiella;21;0;organism;2017
Leclercia;21;0;organism;2017
Morganella;21;0;organism;2017
Pantoea;21;0;organism;2017
Proteus;21;4;organism;2017
Pseudomonas;21;0;organism;2017
Raoultella;21;0;organism;2017
Salmonella;21;0;organism;2017
Serratia;21;0;organism;2017
CMY;22;0;β-lactamases;2014
CTX-M;22;0;β-lactamases;2014
DHA;22;0;β-lactamases;2014
FOX;22;0;β-lactamases;2014
GES;22;0;β-lactamases;2014
IMP;22;0;β-lactamases;2014
LAP;22;0;β-lactamases;2014
OXA;22;0;β-lactamases;2014
PSE;22;0;β-lactamases;2014
SHV;22;0;β-lactamases;2014
TEM;22;1;β-lactamases;2014
VEB;22;0;β-lactamases;2014
umuC/D;22;0;features;2014
Plasmid-segregation;22;0;features;2014
Toxin-antitoxin;22;2;features;2014
psiA/B;22;0;features;2014
Transposon;22;2;features;2014
Mercuric Res.;22;2;features;2014
Copper Res.;22;0;features;2014
Arsenic Res.;22;0;features;2014
IncA/C;22;0;inc-group;2014
IncA/C2;22;3;inc-group;2014
IncFIA;22;0;inc-group;2014
IncFIB;22;0;inc-group;2014
IncFIC;22;0;inc-group;2014
IncFII;22;0;inc-group;2014
IncHI1A;22;0;inc-group;2014
IncHI1B;22;0;inc-group;2014
IncHI2;22;0;inc-group;2014
IncL/M;22;0;inc-group;2014
IncN;22;0;inc-group;2014
IncN2;22;0;inc-group;2014
IncN3;22;0;inc-group;2014
IncP;22;0;inc-group;2014
IncQ1;22;0;inc-group;2014
IncU;22;0;inc-group;2014
IncX3;22;0;inc-group;2014
IncY;22;0;inc-group;2014
Acinetobacter;22;0;organism;2014
Aeromonas;22;0;organism;2014
Citrobacter;22;0;organism;2014
Enterobacter;22;0;organism;2014
Escherichia;22;0;organism;2014
Klebsiella;22;4;organism;2014
Leclercia;22;0;organism;2014
Morganella;22;0;organism;2014
Pantoea;22;0;organism;2014
Proteus;22;0;organism;2014
Pseudomonas;22;0;organism;2014
Raoultella;22;0;organism;2014
Salmonella;22;0;organism;2014
Serratia;22;0;organism;2014
CMY;28;0;β-lactamases;2017
CTX-M;28;0;β-lactamases;2017
DHA;28;0;β-lactamases;2017
FOX;28;0;β-lactamases;2017
GES;28;0;β-lactamases;2017
IMP;28;0;β-lactamases;2017
LAP;28;0;β-lactamases;2017
OXA;28;1;β-lactamases;2017
PSE;28;0;β-lactamases;2017
SHV;28;0;β-lactamases;2017
TEM;28;0;β-lactamases;2017
VEB;28;0;β-lactamases;2017
umuC/D;28;0;features;2017
Plasmid-segregation;28;0;features;2017
Toxin-antitoxin;28;2;features;2017
psiA/B;28;0;features;2017
Transposon;28;2;features;2017
Mercuric Res.;28;2;features;2017
Copper Res.;28;0;features;2017
Arsenic Res.;28;0;features;2017
IncA/C;28;0;inc-group;2017
IncA/C2;28;3;inc-group;2017
IncFIA;28;0;inc-group;2017
IncFIB;28;0;inc-group;2017
IncFIC;28;0;inc-group;2017
IncFII;28;0;inc-group;2017
IncHI1A;28;0;inc-group;2017
IncHI1B;28;0;inc-group;2017
IncHI2;28;0;inc-group;2017
IncL/M;28;0;inc-group;2017
IncN;28;0;inc-group;2017
IncN2;28;0;inc-group;2017
IncN3;28;0;inc-group;2017
IncP;28;0;inc-group;2017
IncQ1;28;0;inc-group;2017
IncU;28;0;inc-group;2017
IncX3;28;0;inc-group;2017
IncY;28;0;inc-group;2017
Acinetobacter;28;0;organism;2017
Aeromonas;28;0;organism;2017
Citrobacter;28;0;organism;2017
Enterobacter;28;0;organism;2017
Escherichia;28;0;organism;2017
Klebsiella;28;0;organism;2017
Leclercia;28;0;organism;2017
Morganella;28;0;organism;2017
Pantoea;28;0;organism;2017
Proteus;28;4;organism;2017
Pseudomonas;28;0;organism;2017
Raoultella;28;0;organism;2017
Salmonella;28;0;organism;2017
Serratia;28;0;organism;2017
CMY;104;0;β-lactamases;2012
CTX-M;104;0;β-lactamases;2012
DHA;104;0;β-lactamases;2012
FOX;104;0;β-lactamases;2012
GES;104;0;β-lactamases;2012
IMP;104;0;β-lactamases;2012
LAP;104;0;β-lactamases;2012
OXA;104;1;β-lactamases;2012
PSE;104;0;β-lactamases;2012
SHV;104;0;β-lactamases;2012
TEM;104;1;β-lactamases;2012
VEB;104;0;β-lactamases;2012
umuC/D;104;0;features;2012
Plasmid-segregation;104;0;features;2012
Toxin-antitoxin;104;0;features;2012
psiA/B;104;0;features;2012
Transposon;104;2;features;2012
Mercuric Res.;104;0;features;2012
Copper Res.;104;0;features;2012
Arsenic Res.;104;0;features;2012
IncA/C;104;0;inc-group;2012
IncA/C2;104;0;inc-group;2012
IncFIA;104;0;inc-group;2012
IncFIB;104;0;inc-group;2012
IncFIC;104;0;inc-group;2012
IncFII;104;0;inc-group;2012
IncHI1A;104;0;inc-group;2012
IncHI1B;104;0;inc-group;2012
IncHI2;104;0;inc-group;2012
IncL/M;104;0;inc-group;2012
IncN;104;0;inc-group;2012
IncN2;104;0;inc-group;2012
IncN3;104;0;inc-group;2012
IncP;104;0;inc-group;2012
IncQ1;104;0;inc-group;2012
IncU;104;0;inc-group;2012
IncX3;104;0;inc-group;2012
IncY;104;0;inc-group;2012
Acinetobacter;104;0;organism;2012
Aeromonas;104;0;organism;2012
Citrobacter;104;0;organism;2012
Enterobacter;104;0;organism;2012
Escherichia;104;0;organism;2012
Klebsiella;104;4;organism;2012
Leclercia;104;0;organism;2012
Morganella;104;0;organism;2012
Pantoea;104;0;organism;2012
Proteus;104;0;organism;2012
Pseudomonas;104;0;organism;2012
Raoultella;104;0;organism;2012
Salmonella;104;0;organism;2012
Serratia;104;0;organism;2012
CMY;52;0;β-lactamases;2015
CTX-M;52;0;β-lactamases;2015
DHA;52;0;β-lactamases;2015
FOX;52;0;β-lactamases;2015
GES;52;0;β-lactamases;2015
IMP;52;0;β-lactamases;2015
LAP;52;0;β-lactamases;2015
OXA;52;0;β-lactamases;2015
PSE;52;0;β-lactamases;2015
SHV;52;0;β-lactamases;2015
TEM;52;0;β-lactamases;2015
VEB;52;0;β-lactamases;2015
umuC/D;52;2;features;2015
Plasmid-segregation;52;2;features;2015
Toxin-antitoxin;52;2;features;2015
psiA/B;52;0;features;2015
Transposon;52;2;features;2015
Mercuric Res.;52;0;features;2015
Copper Res.;52;0;features;2015
Arsenic Res.;52;0;features;2015
IncA/C;52;0;inc-group;2015
IncA/C2;52;0;inc-group;2015
IncFIA;52;3;inc-group;2015
IncFIB;52;0;inc-group;2015
IncFIC;52;0;inc-group;2015
IncFII;52;0;inc-group;2015
IncHI1A;52;0;inc-group;2015
IncHI1B;52;0;inc-group;2015
IncHI2;52;0;inc-group;2015
IncL/M;52;0;inc-group;2015
IncN;52;0;inc-group;2015
IncN2;52;0;inc-group;2015
IncN3;52;0;inc-group;2015
IncP;52;0;inc-group;2015
IncQ1;52;0;inc-group;2015
IncU;52;0;inc-group;2015
IncX3;52;0;inc-group;2015
IncY;52;0;inc-group;2015
Acinetobacter;52;0;organism;2015
Aeromonas;52;0;organism;2015
Citrobacter;52;4;organism;2015
Enterobacter;52;0;organism;2015
Escherichia;52;0;organism;2015
Klebsiella;52;4;organism;2015
Leclercia;52;0;organism;2015
Morganella;52;0;organism;2015
Pantoea;52;0;organism;2015
Proteus;52;0;organism;2015
Pseudomonas;52;0;organism;2015
Raoultella;52;0;organism;2015
Salmonella;52;0;organism;2015
Serratia;52;0;organism;2015
CMY;73;0;β-lactamases;2013
CTX-M;73;0;β-lactamases;2013
DHA;73;0;β-lactamases;2013
FOX;73;0;β-lactamases;2013
GES;73;0;β-lactamases;2013
IMP;73;0;β-lactamases;2013
LAP;73;0;β-lactamases;2013
OXA;73;1;β-lactamases;2013
PSE;73;0;β-lactamases;2013
SHV;73;0;β-lactamases;2013
TEM;73;1;β-lactamases;2013
VEB;73;0;β-lactamases;2013
umuC/D;73;2;features;2013
Plasmid-segregation;73;2;features;2013
Toxin-antitoxin;73;2;features;2013
psiA/B;73;2;features;2013
Transposon;73;2;features;2013
Mercuric Res.;73;2;features;2013
Copper Res.;73;0;features;2013
Arsenic Res.;73;0;features;2013
IncA/C;73;0;inc-group;2013
IncA/C2;73;0;inc-group;2013
IncFIA;73;0;inc-group;2013
IncFIB;73;0;inc-group;2013
IncFIC;73;0;inc-group;2013
IncFII;73;0;inc-group;2013
IncHI1A;73;0;inc-group;2013
IncHI1B;73;0;inc-group;2013
IncHI2;73;0;inc-group;2013
IncL/M;73;0;inc-group;2013
IncN;73;0;inc-group;2013
IncN2;73;0;inc-group;2013
IncN3;73;0;inc-group;2013
IncP;73;0;inc-group;2013
IncQ1;73;0;inc-group;2013
IncU;73;0;inc-group;2013
IncX3;73;0;inc-group;2013
IncY;73;0;inc-group;2013
Acinetobacter;73;0;organism;2013
Aeromonas;73;0;organism;2013
Citrobacter;73;0;organism;2013
Enterobacter;73;0;organism;2013
Escherichia;73;0;organism;2013
Klebsiella;73;4;organism;2013
Leclercia;73;0;organism;2013
Morganella;73;0;organism;2013
Pantoea;73;0;organism;2013
Proteus;73;0;organism;2013
Pseudomonas;73;0;organism;2013
Raoultella;73;0;organism;2013
Salmonella;73;0;organism;2013
Serratia;73;0;organism;2013
CMY;149;0;β-lactamases;2011
CTX-M;149;0;β-lactamases;2011
DHA;149;0;β-lactamases;2011
FOX;149;0;β-lactamases;2011
GES;149;0;β-lactamases;2011
IMP;149;0;β-lactamases;2011
LAP;149;0;β-lactamases;2011
OXA;149;0;β-lactamases;2011
PSE;149;0;β-lactamases;2011
SHV;149;0;β-lactamases;2011
TEM;149;0;β-lactamases;2011
VEB;149;0;β-lactamases;2011
umuC/D;149;0;features;2011
Plasmid-segregation;149;0;features;2011
Toxin-antitoxin;149;0;features;2011
psiA/B;149;0;features;2011
Transposon;149;2;features;2011
Mercuric Res.;149;0;features;2011
Copper Res.;149;0;features;2011
Arsenic Res.;149;0;features;2011
IncA/C;149;0;inc-group;2011
IncA/C2;149;0;inc-group;2011
IncFIA;149;0;inc-group;2011
IncFIB;149;0;inc-group;2011
IncFIC;149;0;inc-group;2011
IncFII;149;0;inc-group;2011
IncHI1A;149;0;inc-group;2011
IncHI1B;149;0;inc-group;2011
IncHI2;149;0;inc-group;2011
IncL/M;149;0;inc-group;2011
IncN;149;0;inc-group;2011
IncN2;149;0;inc-group;2011
IncN3;149;0;inc-group;2011
IncP;149;0;inc-group;2011
IncQ1;149;3;inc-group;2011
IncU;149;0;inc-group;2011
IncX3;149;0;inc-group;2011
IncY;149;0;inc-group;2011
Acinetobacter;149;0;organism;2011
Aeromonas;149;0;organism;2011
Citrobacter;149;0;organism;2011
Enterobacter;149;0;organism;2011
Escherichia;149;0;organism;2011
Klebsiella;149;4;organism;2011
Leclercia;149;0;organism;2011
Morganella;149;0;organism;2011
Pantoea;149;0;organism;2011
Proteus;149;0;organism;2011
Pseudomonas;149;0;organism;2011
Raoultella;149;0;organism;2011
Salmonella;149;0;organism;2011
Serratia;149;0;organism;2011
CMY;10;0;β-lactamases;2011
CTX-M;10;0;β-lactamases;2011
DHA;10;0;β-lactamases;2011
FOX;10;0;β-lactamases;2011
GES;10;0;β-lactamases;2011
IMP;10;0;β-lactamases;2011
LAP;10;0;β-lactamases;2011
OXA;10;0;β-lactamases;2011
PSE;10;0;β-lactamases;2011
SHV;10;0;β-lactamases;2011
TEM;10;0;β-lactamases;2011
VEB;10;0;β-lactamases;2011
umuC/D;10;2;features;2011
Plasmid-segregation;10;2;features;2011
Toxin-antitoxin;10;2;features;2011
psiA/B;10;2;features;2011
Transposon;10;2;features;2011
Mercuric Res.;10;0;features;2011
Copper Res.;10;2;features;2011
Arsenic Res.;10;0;features;2011
IncA/C;10;0;inc-group;2011
IncA/C2;10;0;inc-group;2011
IncFIA;10;0;inc-group;2011
IncFIB;10;0;inc-group;2011
IncFIC;10;0;inc-group;2011
IncFII;10;0;inc-group;2011
IncHI1A;10;0;inc-group;2011
IncHI1B;10;0;inc-group;2011
IncHI2;10;0;inc-group;2011
IncL/M;10;0;inc-group;2011
IncN;10;3;inc-group;2011
IncN2;10;0;inc-group;2011
IncN3;10;0;inc-group;2011
IncP;10;0;inc-group;2011
IncQ1;10;0;inc-group;2011
IncU;10;0;inc-group;2011
IncX3;10;0;inc-group;2011
IncY;10;0;inc-group;2011
Acinetobacter;10;0;organism;2011
Aeromonas;10;0;organism;2011
Citrobacter;10;0;organism;2011
Enterobacter;10;4;organism;2011
Escherichia;10;0;organism;2011
Klebsiella;10;0;organism;2011
Leclercia;10;4;organism;2011
Morganella;10;0;organism;2011
Pantoea;10;0;organism;2011
Proteus;10;0;organism;2011
Pseudomonas;10;0;organism;2011
Raoultella;10;4;organism;2011
Salmonella;10;0;organism;2011
Serratia;10;0;organism;2011
CMY;82;0;β-lactamases;2010
CTX-M;82;0;β-lactamases;2010
DHA;82;0;β-lactamases;2010
FOX;82;0;β-lactamases;2010
GES;82;0;β-lactamases;2010
IMP;82;0;β-lactamases;2010
LAP;82;0;β-lactamases;2010
OXA;82;1;β-lactamases;2010
PSE;82;0;β-lactamases;2010
SHV;82;0;β-lactamases;2010
TEM;82;1;β-lactamases;2010
VEB;82;0;β-lactamases;2010
umuC/D;82;2;features;2010
Plasmid-segregation;82;0;features;2010
Toxin-antitoxin;82;0;features;2010
psiA/B;82;0;features;2010
Transposon;82;2;features;2010
Mercuric Res.;82;0;features;2010
Copper Res.;82;0;features;2010
Arsenic Res.;82;0;features;2010
IncA/C;82;0;inc-group;2010
IncA/C2;82;0;inc-group;2010
IncFIA;82;0;inc-group;2010
IncFIB;82;0;inc-group;2010
IncFIC;82;0;inc-group;2010
IncFII;82;0;inc-group;2010
IncHI1A;82;0;inc-group;2010
IncHI1B;82;0;inc-group;2010
IncHI2;82;0;inc-group;2010
IncL/M;82;0;inc-group;2010
IncN;82;3;inc-group;2010
IncN2;82;0;inc-group;2010
IncN3;82;0;inc-group;2010
IncP;82;0;inc-group;2010
IncQ1;82;0;inc-group;2010
IncU;82;0;inc-group;2010
IncX3;82;0;inc-group;2010
IncY;82;0;inc-group;2010
Acinetobacter;82;0;organism;2010
Aeromonas;82;0;organism;2010
Citrobacter;82;0;organism;2010
Enterobacter;82;4;organism;2010
Escherichia;82;4;organism;2010
Klebsiella;82;4;organism;2010
Leclercia;82;4;organism;2010
Morganella;82;0;organism;2010
Pantoea;82;0;organism;2010
Proteus;82;0;organism;2010
Pseudomonas;82;0;organism;2010
Raoultella;82;4;organism;2010
Salmonella;82;0;organism;2010
Serratia;82;0;organism;2010
CMY;26;0;β-lactamases;2010
CTX-M;26;1;β-lactamases;2010
DHA;26;0;β-lactamases;2010
FOX;26;0;β-lactamases;2010
GES;26;0;β-lactamases;2010
IMP;26;0;β-lactamases;2010
LAP;26;0;β-lactamases;2010
OXA;26;0;β-lactamases;2010
PSE;26;0;β-lactamases;2010
SHV;26;0;β-lactamases;2010
TEM;26;1;β-lactamases;2010
VEB;26;0;β-lactamases;2010
umuC/D;26;2;features;2010
Plasmid-segregation;26;2;features;2010
Toxin-antitoxin;26;2;features;2010
psiA/B;26;2;features;2010
Transposon;26;2;features;2010
Mercuric Res.;26;2;features;2010
Copper Res.;26;0;features;2010
Arsenic Res.;26;0;features;2010
IncA/C;26;0;inc-group;2010
IncA/C2;26;0;inc-group;2010
IncFIA;26;0;inc-group;2010
IncFIB;26;0;inc-group;2010
IncFIC;26;0;inc-group;2010
IncFII;26;0;inc-group;2010
IncHI1A;26;0;inc-group;2010
IncHI1B;26;0;inc-group;2010
IncHI2;26;0;inc-group;2010
IncL/M;26;0;inc-group;2010
IncN;26;0;inc-group;2010
IncN2;26;0;inc-group;2010
IncN3;26;0;inc-group;2010
IncP;26;0;inc-group;2010
IncQ1;26;0;inc-group;2010
IncU;26;0;inc-group;2010
IncX3;26;0;inc-group;2010
IncY;26;0;inc-group;2010
Acinetobacter;26;0;organism;2010
Aeromonas;26;0;organism;2010
Citrobacter;26;0;organism;2010
Enterobacter;26;0;organism;2010
Escherichia;26;0;organism;2010
Klebsiella;26;4;organism;2010
Leclercia;26;0;organism;2010
Morganella;26;0;organism;2010
Pantoea;26;0;organism;2010
Proteus;26;0;organism;2010
Pseudomonas;26;0;organism;2010
Raoultella;26;0;organism;2010
Salmonella;26;0;organism;2010
Serratia;26;0;organism;2010
CMY;4;0;β-lactamases;2016
CTX-M;4;0;β-lactamases;2016
DHA;4;0;β-lactamases;2016
FOX;4;0;β-lactamases;2016
GES;4;0;β-lactamases;2016
IMP;4;0;β-lactamases;2016
LAP;4;0;β-lactamases;2016
OXA;4;1;β-lactamases;2016
PSE;4;0;β-lactamases;2016
SHV;4;0;β-lactamases;2016
TEM;4;0;β-lactamases;2016
VEB;4;0;β-lactamases;2016
umuC/D;4;2;features;2016
Plasmid-segregation;4;2;features;2016
Toxin-antitoxin;4;2;features;2016
psiA/B;4;0;features;2016
Transposon;4;0;features;2016
Mercuric Res.;4;0;features;2016
Copper Res.;4;0;features;2016
Arsenic Res.;4;2;features;2016
IncA/C;4;0;inc-group;2016
IncA/C2;4;0;inc-group;2016
IncFIA;4;0;inc-group;2016
IncFIB;4;0;inc-group;2016
IncFIC;4;0;inc-group;2016
IncFII;4;0;inc-group;2016
IncHI1A;4;0;inc-group;2016
IncHI1B;4;0;inc-group;2016
IncHI2;4;3;inc-group;2016
IncL/M;4;0;inc-group;2016
IncN;4;0;inc-group;2016
IncN2;4;0;inc-group;2016
IncN3;4;0;inc-group;2016
IncP;4;0;inc-group;2016
IncQ1;4;0;inc-group;2016
IncU;4;0;inc-group;2016
IncX3;4;0;inc-group;2016
IncY;4;0;inc-group;2016
Acinetobacter;4;0;organism;2016
Aeromonas;4;0;organism;2016
Citrobacter;4;0;organism;2016
Enterobacter;4;4;organism;2016
Escherichia;4;0;organism;2016
Klebsiella;4;0;organism;2016
Leclercia;4;0;organism;2016
Morganella;4;0;organism;2016
Pantoea;4;0;organism;2016
Proteus;4;0;organism;2016
Pseudomonas;4;0;organism;2016
Raoultella;4;0;organism;2016
