gene;sample;mutated;label;year
IncFIC;148;0;inc-group;2015
IncFII;148;0;inc-group;2015
IncHI1A;148;0;inc-group;2015
IncHI1B;148;0;inc-group;2015
IncHI2;148;0;inc-group;2015
IncL/M;148;0;inc-group;2015
IncN;148;0;inc-group;2015
IncN2;148;0;inc-group;2015
IncN3;148;0;inc-group;2015
IncP;148;0;inc-group;2015
IncQ1;148;0;inc-group;2015
IncU;148;0;inc-group;2015
IncX3;148;0;inc-group;2015
IncY;148;0;inc-group;2015
Acinetobacter;148;0;organism;2015
Aeromonas;148;0;organism;2015
Citrobacter;148;0;organism;2015
Enterobacter;148;0;organism;2015
Escherichia;148;4;organism;2015
Klebsiella;148;0;organism;2015
Leclercia;148;0;organism;2015
Morganella;148;0;organism;2015
Pantoea;148;0;organism;2015
Proteus;148;0;organism;2015
Pseudomonas;148;0;organism;2015
Raoultella;148;0;organism;2015
Salmonella;148;0;organism;2015
Serratia;148;0;organism;2015
CMY;140;0;β-lactamases;2015
CTX-M;140;0;β-lactamases;2015
DHA;140;0;β-lactamases;2015
FOX;140;0;β-lactamases;2015
GES;140;1;β-lactamases;2015
IMP;140;0;β-lactamases;2015
LAP;140;0;β-lactamases;2015
OXA;140;0;β-lactamases;2015
PSE;140;0;β-lactamases;2015
SHV;140;0;β-lactamases;2015
TEM;140;0;β-lactamases;2015
VEB;140;0;β-lactamases;2015
umuC/D;140;0;features;2015
Plasmid-segregation;140;0;features;2015
Toxin-antitoxin;140;2;features;2015
psiA/B;140;0;features;2015
Transposon;140;0;features;2015
Mercuric Res.;140;2;features;2015
Copper Res.;140;0;features;2015
Arsenic Res.;140;0;features;2015
IncA/C;140;0;inc-group;2015
IncA/C2;140;0;inc-group;2015
IncFIA;140;0;inc-group;2015
IncFIB;140;0;inc-group;2015
IncFIC;140;0;inc-group;2015
IncFII;140;0;inc-group;2015
IncHI1A;140;0;inc-group;2015
IncHI1B;140;0;inc-group;2015
IncHI2;140;0;inc-group;2015
IncL/M;140;0;inc-group;2015
IncN;140;0;inc-group;2015
IncN2;140;0;inc-group;2015
IncN3;140;0;inc-group;2015
IncP;140;0;inc-group;2015
IncQ1;140;0;inc-group;2015
IncU;140;0;inc-group;2015
IncX3;140;0;inc-group;2015
IncY;140;0;inc-group;2015
Acinetobacter;140;4;organism;2015
Aeromonas;140;0;organism;2015
Citrobacter;140;0;organism;2015
Enterobacter;140;0;organism;2015
Escherichia;140;0;organism;2015
Klebsiella;140;0;organism;2015
Leclercia;140;0;organism;2015
Morganella;140;0;organism;2015
Pantoea;140;0;organism;2015
Proteus;140;0;organism;2015
Pseudomonas;140;0;organism;2015
Raoultella;140;0;organism;2015
Salmonella;140;0;organism;2015
Serratia;140;0;organism;2015
CMY;126;0;β-lactamases;2018
CTX-M;126;0;β-lactamases;2018
DHA;126;0;β-lactamases;2018
FOX;126;0;β-lactamases;2018
GES;126;0;β-lactamases;2018
IMP;126;0;β-lactamases;2018
LAP;126;0;β-lactamases;2018
OXA;126;0;β-lactamases;2018
PSE;126;0;β-lactamases;2018
SHV;126;0;β-lactamases;2018
TEM;126;0;β-lactamases;2018
VEB;126;0;β-lactamases;2018
umuC/D;126;0;features;2018
Plasmid-segregation;126;0;features;2018
Toxin-antitoxin;126;2;features;2018
psiA/B;126;0;features;2018
Transposon;126;0;features;2018
Mercuric Res.;126;2;features;2018
Copper Res.;126;0;features;2018
Arsenic Res.;126;0;features;2018
IncA/C;126;0;inc-group;2018
IncA/C2;126;0;inc-group;2018
IncFIA;126;0;inc-group;2018
IncFIB;126;0;inc-group;2018
IncFIC;126;0;inc-group;2018
IncFII;126;0;inc-group;2018
IncHI1A;126;0;inc-group;2018
IncHI1B;126;0;inc-group;2018
IncHI2;126;0;inc-group;2018
IncL/M;126;0;inc-group;2018
IncN;126;0;inc-group;2018
IncN2;126;0;inc-group;2018
IncN3;126;0;inc-group;2018
IncP;126;0;inc-group;2018
IncQ1;126;0;inc-group;2018
IncU;126;0;inc-group;2018
IncX3;126;0;inc-group;2018
IncY;126;0;inc-group;2018
Acinetobacter;126;0;organism;2018
Aeromonas;126;0;organism;2018
Citrobacter;126;0;organism;2018
Enterobacter;126;0;organism;2018
Escherichia;126;0;organism;2018
Klebsiella;126;0;organism;2018
Leclercia;126;0;organism;2018
Morganella;126;0;organism;2018
Pantoea;126;0;organism;2018
Proteus;126;0;organism;2018
Pseudomonas;126;4;organism;2018
Raoultella;126;0;organism;2018
Salmonella;126;0;organism;2018
Serratia;126;0;organism;2018
CMY;97;0;β-lactamases;2018
CTX-M;97;0;β-lactamases;2018
DHA;97;0;β-lactamases;2018
FOX;97;0;β-lactamases;2018
GES;97;0;β-lactamases;2018
IMP;97;0;β-lactamases;2018
LAP;97;0;β-lactamases;2018
OXA;97;1;β-lactamases;2018
PSE;97;0;β-lactamases;2018
SHV;97;0;β-lactamases;2018
TEM;97;1;β-lactamases;2018
VEB;97;0;β-lactamases;2018
umuC/D;97;0;features;2018
Plasmid-segregation;97;0;features;2018
Toxin-antitoxin;97;0;features;2018
psiA/B;97;0;features;2018
Transposon;97;2;features;2018
Mercuric Res.;97;0;features;2018
Copper Res.;97;0;features;2018
Arsenic Res.;97;0;features;2018
IncA/C;97;0;inc-group;2018
IncA/C2;97;0;inc-group;2018
IncFIA;97;3;inc-group;2018
IncFIB;97;0;inc-group;2018
IncFIC;97;0;inc-group;2018
IncFII;97;0;inc-group;2018
IncHI1A;97;0;inc-group;2018
IncHI1B;97;0;inc-group;2018
IncHI2;97;0;inc-group;2018
IncL/M;97;0;inc-group;2018
IncN;97;0;inc-group;2018
IncN2;97;0;inc-group;2018
IncN3;97;0;inc-group;2018
IncP;97;0;inc-group;2018
IncQ1;97;0;inc-group;2018
IncU;97;0;inc-group;2018
IncX3;97;0;inc-group;2018
IncY;97;0;inc-group;2018
Acinetobacter;97;0;organism;2018
Aeromonas;97;0;organism;2018
Citrobacter;97;0;organism;2018
Enterobacter;97;4;organism;2018
Escherichia;97;0;organism;2018
Klebsiella;97;0;organism;2018
Leclercia;97;0;organism;2018
Morganella;97;0;organism;2018
Pantoea;97;0;organism;2018
Proteus;97;0;organism;2018
Pseudomonas;97;0;organism;2018
Raoultella;97;0;organism;2018
Salmonella;97;0;organism;2018
Serratia;97;0;organism;2018
CMY;17;0;β-lactamases;2009
CTX-M;17;0;β-lactamases;2009
DHA;17;0;β-lactamases;2009
FOX;17;0;β-lactamases;2009
GES;17;0;β-lactamases;2009
IMP;17;0;β-lactamases;2009
LAP;17;0;β-lactamases;2009
OXA;17;1;β-lactamases;2009
PSE;17;0;β-lactamases;2009
SHV;17;0;β-lactamases;2009
TEM;17;1;β-lactamases;2009
VEB;17;0;β-lactamases;2009
umuC/D;17;2;features;2009
Plasmid-segregation;17;0;features;2009
Toxin-antitoxin;17;2;features;2009
psiA/B;17;2;features;2009
Transposon;17;2;features;2009
Mercuric Res.;17;0;features;2009
Copper Res.;17;2;features;2009
Arsenic Res.;17;2;features;2009
IncA/C;17;0;inc-group;2009
IncA/C2;17;0;inc-group;2009
IncFIA;17;0;inc-group;2009
IncFIB;17;3;inc-group;2009
IncFIC;17;0;inc-group;2009
IncFII;17;0;inc-group;2009
IncHI1A;17;0;inc-group;2009
IncHI1B;17;0;inc-group;2009
IncHI2;17;0;inc-group;2009
IncL/M;17;0;inc-group;2009
IncN;17;0;inc-group;2009
IncN2;17;0;inc-group;2009
IncN3;17;0;inc-group;2009
IncP;17;0;inc-group;2009
IncQ1;17;0;inc-group;2009
IncU;17;0;inc-group;2009
IncX3;17;0;inc-group;2009
IncY;17;0;inc-group;2009
Acinetobacter;17;0;organism;2009
Aeromonas;17;0;organism;2009
Citrobacter;17;0;organism;2009
Enterobacter;17;0;organism;2009
Escherichia;17;0;organism;2009
Klebsiella;17;4;organism;2009
Leclercia;17;0;organism;2009
Morganella;17;0;organism;2009
Pantoea;17;0;organism;2009
Proteus;17;0;organism;2009
Pseudomonas;17;0;organism;2009
Raoultella;17;0;organism;2009
Salmonella;17;0;organism;2009
Serratia;17;0;organism;2009
CMY;36;0;β-lactamases;2015
CTX-M;36;0;β-lactamases;2015
DHA;36;0;β-lactamases;2015
FOX;36;0;β-lactamases;2015
GES;36;0;β-lactamases;2015
IMP;36;0;β-lactamases;2015
LAP;36;0;β-lactamases;2015
OXA;36;0;β-lactamases;2015
PSE;36;0;β-lactamases;2015
SHV;36;0;β-lactamases;2015
TEM;36;1;β-lactamases;2015
VEB;36;0;β-lactamases;2015
umuC/D;36;2;features;2015
Plasmid-segregation;36;2;features;2015
Toxin-antitoxin;36;2;features;2015
psiA/B;36;2;features;2015
Transposon;36;2;features;2015
Mercuric Res.;36;0;features;2015
Copper Res.;36;0;features;2015
Arsenic Res.;36;0;features;2015
IncA/C;36;0;inc-group;2015
IncA/C2;36;0;inc-group;2015
IncFIA;36;0;inc-group;2015
IncFIB;36;0;inc-group;2015
IncFIC;36;0;inc-group;2015
IncFII;36;0;inc-group;2015
IncHI1A;36;0;inc-group;2015
IncHI1B;36;0;inc-group;2015
IncHI2;36;0;inc-group;2015
IncL/M;36;0;inc-group;2015
IncN;36;0;inc-group;2015
IncN2;36;0;inc-group;2015
IncN3;36;0;inc-group;2015
IncP;36;0;inc-group;2015
IncQ1;36;3;inc-group;2015
IncU;36;0;inc-group;2015
IncX3;36;0;inc-group;2015
IncY;36;0;inc-group;2015
Acinetobacter;36;0;organism;2015
Aeromonas;36;0;organism;2015
Citrobacter;36;4;organism;2015
Enterobacter;36;0;organism;2015
Escherichia;36;0;organism;2015
Klebsiella;36;4;organism;2015
Leclercia;36;0;organism;2015
Morganella;36;0;organism;2015
Pantoea;36;0;organism;2015
Proteus;36;0;organism;2015
Pseudomonas;36;0;organism;2015
Raoultella;36;0;organism;2015
Salmonella;36;0;organism;2015
Serratia;36;0;organism;2015
CMY;112;0;β-lactamases;2017
CTX-M;112;0;β-lactamases;2017
DHA;112;0;β-lactamases;2017
FOX;112;0;β-lactamases;2017
GES;112;0;β-lactamases;2017
IMP;112;0;β-lactamases;2017
LAP;112;0;β-lactamases;2017
OXA;112;0;β-lactamases;2017
PSE;112;0;β-lactamases;2017
SHV;112;1;β-lactamases;2017
TEM;112;1;β-lactamases;2017
VEB;112;0;β-lactamases;2017
umuC/D;112;2;features;2017
Plasmid-segregation;112;2;features;2017
Toxin-antitoxin;112;2;features;2017
psiA/B;112;2;features;2017
Transposon;112;2;features;2017
Mercuric Res.;112;0;features;2017
Copper Res.;112;0;features;2017
Arsenic Res.;112;0;features;2017
IncA/C;112;0;inc-group;2017
IncA/C2;112;0;inc-group;2017
IncFIA;112;0;inc-group;2017
IncFIB;112;0;inc-group;2017
IncFIC;112;0;inc-group;2017
IncFII;112;0;inc-group;2017
IncHI1A;112;0;inc-group;2017
IncHI1B;112;0;inc-group;2017
IncHI2;112;0;inc-group;2017
IncL/M;112;0;inc-group;2017
IncN;112;0;inc-group;2017
IncN2;112;0;inc-group;2017
IncN3;112;0;inc-group;2017
IncP;112;0;inc-group;2017
IncQ1;112;0;inc-group;2017
IncU;112;0;inc-group;2017
IncX3;112;0;inc-group;2017
IncY;112;0;inc-group;2017
Acinetobacter;112;0;organism;2017
Aeromonas;112;0;organism;2017
Citrobacter;112;0;organism;2017
Enterobacter;112;0;organism;2017
Escherichia;112;0;organism;2017
Klebsiella;112;4;organism;2017
Leclercia;112;0;organism;2017
Morganella;112;0;organism;2017
Pantoea;112;0;organism;2017
Proteus;112;0;organism;2017
Pseudomonas;112;0;organism;2017
Raoultella;112;0;organism;2017
Salmonella;112;0;organism;2017
Serratia;112;0;organism;2017
CMY;94;0;β-lactamases;2016
CTX-M;94;0;β-lactamases;2016
DHA;94;0;β-lactamases;2016
FOX;94;0;β-lactamases;2016
GES;94;0;β-lactamases;2016
IMP;94;0;β-lactamases;2016
LAP;94;0;β-lactamases;2016
OXA;94;0;β-lactamases;2016
PSE;94;0;β-lactamases;2016
SHV;94;0;β-lactamases;2016
TEM;94;1;β-lactamases;2016
VEB;94;0;β-lactamases;2016
umuC/D;94;2;features;2016
Plasmid-segregation;94;0;features;2016
Toxin-antitoxin;94;0;features;2016
psiA/B;94;2;features;2016
Transposon;94;2;features;2016
Mercuric Res.;94;0;features;2016
Copper Res.;94;0;features;2016
Arsenic Res.;94;0;features;2016
IncA/C;94;0;inc-group;2016
IncA/C2;94;0;inc-group;2016
IncFIA;94;0;inc-group;2016
IncFIB;94;0;inc-group;2016
IncFIC;94;0;inc-group;2016
IncFII;94;0;inc-group;2016
IncHI1A;94;0;inc-group;2016
IncHI1B;94;0;inc-group;2016
IncHI2;94;0;inc-group;2016
IncL/M;94;0;inc-group;2016
IncN;94;0;inc-group;2016
IncN2;94;0;inc-group;2016
IncN3;94;0;inc-group;2016
IncP;94;0;inc-group;2016
IncQ1;94;0;inc-group;2016
IncU;94;0;inc-group;2016
IncX3;94;0;inc-group;2016
IncY;94;0;inc-group;2016
Acinetobacter;94;0;organism;2016
Aeromonas;94;0;organism;2016
Citrobacter;94;0;organism;2016
Enterobacter;94;0;organism;2016
Escherichia;94;0;organism;2016
Klebsiella;94;4;organism;2016
Leclercia;94;0;organism;2016
Morganella;94;0;organism;2016
Pantoea;94;0;organism;2016
Proteus;94;0;organism;2016
Pseudomonas;94;0;organism;2016
Raoultella;94;0;organism;2016
Salmonella;94;0;organism;2016
Serratia;94;0;organism;2016
CMY;46;0;β-lactamases;2017
CTX-M;46;1;β-lactamases;2017
DHA;46;0;β-lactamases;2017
FOX;46;0;β-lactamases;2017
GES;46;0;β-lactamases;2017
IMP;46;0;β-lactamases;2017
LAP;46;0;β-lactamases;2017
OXA;46;0;β-lactamases;2017
PSE;46;0;β-lactamases;2017
SHV;46;0;β-lactamases;2017
TEM;46;0;β-lactamases;2017
VEB;46;0;β-lactamases;2017
umuC/D;46;2;features;2017
Plasmid-segregation;46;2;features;2017
Toxin-antitoxin;46;2;features;2017
psiA/B;46;2;features;2017
Transposon;46;2;features;2017
Mercuric Res.;46;2;features;2017
Copper Res.;46;0;features;2017
Arsenic Res.;46;0;features;2017
IncA/C;46;0;inc-group;2017
IncA/C2;46;0;inc-group;2017
IncFIA;46;0;inc-group;2017
IncFIB;46;0;inc-group;2017
IncFIC;46;0;inc-group;2017
IncFII;46;0;inc-group;2017
IncHI1A;46;0;inc-group;2017
IncHI1B;46;0;inc-group;2017
IncHI2;46;0;inc-group;2017
IncL/M;46;0;inc-group;2017
IncN;46;0;inc-group;2017
IncN2;46;0;inc-group;2017
IncN3;46;0;inc-group;2017
IncP;46;0;inc-group;2017
IncQ1;46;0;inc-group;2017
IncU;46;0;inc-group;2017
IncX3;46;0;inc-group;2017
IncY;46;0;inc-group;2017
Acinetobacter;46;0;organism;2017
Aeromonas;46;0;organism;2017
Citrobacter;46;0;organism;2017
Enterobacter;46;0;organism;2017
Escherichia;46;0;organism;2017
Klebsiella;46;4;organism;2017
Leclercia;46;0;organism;2017
Morganella;46;0;organism;2017
Pantoea;46;0;organism;2017
Proteus;46;0;organism;2017
Pseudomonas;46;0;organism;2017
Raoultella;46;0;organism;2017
Salmonella;46;0;organism;2017
Serratia;46;0;organism;2017
CMY;62;0;β-lactamases;2008
CTX-M;62;0;β-lactamases;2008
DHA;62;0;β-lactamases;2008
FOX;62;0;β-lactamases;2008
GES;62;0;β-lactamases;2008
IMP;62;0;β-lactamases;2008
LAP;62;0;β-lactamases;2008
OXA;62;0;β-lactamases;2008
PSE;62;0;β-lactamases;2008
SHV;62;0;β-lactamases;2008
TEM;62;0;β-lactamases;2008
VEB;62;0;β-lactamases;2008
umuC/D;62;2;features;2008
Plasmid-segregation;62;2;features;2008
Toxin-antitoxin;62;2;features;2008
psiA/B;62;2;features;2008
Transposon;62;2;features;2008
Mercuric Res.;62;0;features;2008
Copper Res.;62;0;features;2008
Arsenic Res.;62;0;features;2008
IncA/C;62;0;inc-group;2008
IncA/C2;62;0;inc-group;2008
IncFIA;62;0;inc-group;2008
IncFIB;62;0;inc-group;2008
IncFIC;62;0;inc-group;2008
IncFII;62;0;inc-group;2008
IncHI1A;62;0;inc-group;2008
IncHI1B;62;0;inc-group;2008
IncHI2;62;0;inc-group;2008
IncL/M;62;0;inc-group;2008
IncN;62;0;inc-group;2008
IncN2;62;0;inc-group;2008
IncN3;62;0;inc-group;2008
IncP;62;0;inc-group;2008
IncQ1;62;0;inc-group;2008
IncU;62;0;inc-group;2008
IncX3;62;0;inc-group;2008
IncY;62;0;inc-group;2008
Acinetobacter;62;0;organism;2008
Aeromonas;62;0;organism;2008
Citrobacter;62;0;organism;2008
Enterobacter;62;0;organism;2008
Escherichia;62;0;organism;2008
Klebsiella;62;4;organism;2008
Leclercia;62;0;organism;2008
Morganella;62;0;organism;2008
Pantoea;62;0;organism;2008
Proteus;62;0;organism;2008
Pseudomonas;62;0;organism;2008
Raoultella;62;0;organism;2008
Salmonella;62;0;organism;2008
Serratia;62;0;organism;2008
CMY;113;0;β-lactamases;2018
CTX-M;113;0;β-lactamases;2018
DHA;113;0;β-lactamases;2018
FOX;113;0;β-lactamases;2018
GES;113;0;β-lactamases;2018
IMP;113;0;β-lactamases;2018
LAP;113;0;β-lactamases;2018
OXA;113;0;β-lactamases;2018
PSE;113;0;β-lactamases;2018
SHV;113;0;β-lactamases;2018
TEM;113;0;β-lactamases;2018
VEB;113;0;β-lactamases;2018
umuC/D;113;2;features;2018
Plasmid-segregation;113;0;features;2018
Toxin-antitoxin;113;0;features;2018
psiA/B;113;0;features;2018
Transposon;113;0;features;2018
Mercuric Res.;113;0;features;2018
