gene;sample;mutated;label
Pantoea;123;0;organism
Proteus;123;0;organism
Pseudomonas;123;0;organism
Raoultella;123;0;organism
Salmonella;123;0;organism
Serratia;123;0;organism
blaCMY;148;0;beta-lactamase
blaCTX-M;148;0;beta-lactamase
blaDHA;148;0;beta-lactamase
blaFOX;148;0;beta-lactamase
blaGES;148;0;beta-lactamase
blaIMP;148;0;beta-lactamase
blaLAP;148;0;beta-lactamase
blaOXA;148;0;beta-lactamase
blaPSE;148;0;beta-lactamase
blaSHV;148;0;beta-lactamase
blaTEM;148;0;beta-lactamase
blaVEB;148;0;beta-lactamase
parA/B/M;148;0;plasmid-stability
stbA/B/C;148;0;plasmid-stability
vagC/D;148;0;plasmid-stability
psiA/B;148;0;plasmid-stability
IncA/C;148;0;inc-group
IncA/C2;148;0;inc-group
IncFIA;148;0;inc-group
IncFIB;148;0;inc-group
IncFIC;148;0;inc-group
IncFII;148;0;inc-group
IncHI1A;148;0;inc-group
IncHI1B;148;0;inc-group
IncHI2;148;0;inc-group
IncI1;148;0;inc-group
IncI2;148;0;inc-group
IncL/M;148;0;inc-group
IncN;148;0;inc-group
IncN2;148;0;inc-group
IncN3;148;0;inc-group
IncP;148;0;inc-group
IncQ1;148;0;inc-group
IncQ2;148;0;inc-group
IncR;148;0;inc-group
IncU;148;0;inc-group
IncX3;148;0;inc-group
IncY;148;0;inc-group
Acinetobacter;148;0;organism
Aeromonas;148;0;organism
Citrobacter;148;0;organism
Enterobacter;148;0;organism
Escherichia;148;4;organism
Klebsiella;148;0;organism
Leclercia;148;0;organism
Morganella;148;0;organism
Pantoea;148;0;organism
Proteus;148;0;organism
Pseudomonas;148;0;organism
Raoultella;148;0;organism
Salmonella;148;0;organism
Serratia;148;0;organism
blaCMY;140;0;beta-lactamase
blaCTX-M;140;0;beta-lactamase
blaDHA;140;0;beta-lactamase
blaFOX;140;0;beta-lactamase
blaGES;140;1;beta-lactamase
blaIMP;140;0;beta-lactamase
blaLAP;140;0;beta-lactamase
blaOXA;140;0;beta-lactamase
blaPSE;140;0;beta-lactamase
blaSHV;140;0;beta-lactamase
blaTEM;140;0;beta-lactamase
blaVEB;140;0;beta-lactamase
parA/B/M;140;0;plasmid-stability
stbA/B/C;140;0;plasmid-stability
vagC/D;140;0;plasmid-stability
psiA/B;140;0;plasmid-stability
IncA/C;140;0;inc-group
IncA/C2;140;0;inc-group
IncFIA;140;0;inc-group
IncFIB;140;0;inc-group
IncFIC;140;0;inc-group
IncFII;140;0;inc-group
IncHI1A;140;0;inc-group
IncHI1B;140;0;inc-group
IncHI2;140;0;inc-group
IncI1;140;0;inc-group
IncI2;140;0;inc-group
IncL/M;140;0;inc-group
IncN;140;0;inc-group
IncN2;140;0;inc-group
IncN3;140;0;inc-group
IncP;140;0;inc-group
IncQ1;140;0;inc-group
IncQ2;140;0;inc-group
IncR;140;0;inc-group
IncU;140;0;inc-group
IncX3;140;0;inc-group
IncY;140;0;inc-group
Acinetobacter;140;4;organism
Aeromonas;140;0;organism
Citrobacter;140;0;organism
Enterobacter;140;0;organism
Escherichia;140;0;organism
Klebsiella;140;0;organism
Leclercia;140;0;organism
Morganella;140;0;organism
Pantoea;140;0;organism
Proteus;140;0;organism
Pseudomonas;140;0;organism
Raoultella;140;0;organism
Salmonella;140;0;organism
Serratia;140;0;organism
blaCMY;126;0;beta-lactamase
blaCTX-M;126;0;beta-lactamase
blaDHA;126;0;beta-lactamase
blaFOX;126;0;beta-lactamase
blaGES;126;0;beta-lactamase
blaIMP;126;0;beta-lactamase
blaLAP;126;0;beta-lactamase
blaOXA;126;0;beta-lactamase
blaPSE;126;0;beta-lactamase
blaSHV;126;0;beta-lactamase
blaTEM;126;0;beta-lactamase
blaVEB;126;0;beta-lactamase
parA/B/M;126;0;plasmid-stability
stbA/B/C;126;0;plasmid-stability
vagC/D;126;0;plasmid-stability
psiA/B;126;0;plasmid-stability
IncA/C;126;0;inc-group
IncA/C2;126;0;inc-group
IncFIA;126;0;inc-group
IncFIB;126;0;inc-group
IncFIC;126;0;inc-group
IncFII;126;0;inc-group
IncHI1A;126;0;inc-group
IncHI1B;126;0;inc-group
IncHI2;126;0;inc-group
IncI1;126;0;inc-group
IncI2;126;0;inc-group
IncL/M;126;0;inc-group
IncN;126;0;inc-group
IncN2;126;0;inc-group
IncN3;126;0;inc-group
IncP;126;0;inc-group
IncQ1;126;0;inc-group
IncQ2;126;0;inc-group
IncR;126;0;inc-group
IncU;126;0;inc-group
IncX3;126;0;inc-group
IncY;126;0;inc-group
Acinetobacter;126;0;organism
Aeromonas;126;0;organism
Citrobacter;126;0;organism
Enterobacter;126;0;organism
Escherichia;126;0;organism
Klebsiella;126;0;organism
Leclercia;126;0;organism
Morganella;126;0;organism
Pantoea;126;0;organism
Proteus;126;0;organism
Pseudomonas;126;4;organism
Raoultella;126;0;organism
Salmonella;126;0;organism
Serratia;126;0;organism
blaCMY;97;0;beta-lactamase
blaCTX-M;97;0;beta-lactamase
blaDHA;97;0;beta-lactamase
blaFOX;97;0;beta-lactamase
blaGES;97;0;beta-lactamase
blaIMP;97;0;beta-lactamase
blaLAP;97;0;beta-lactamase
blaOXA;97;1;beta-lactamase
blaPSE;97;0;beta-lactamase
blaSHV;97;0;beta-lactamase
blaTEM;97;1;beta-lactamase
blaVEB;97;0;beta-lactamase
parA/B/M;97;0;plasmid-stability
stbA/B/C;97;0;plasmid-stability
vagC/D;97;0;plasmid-stability
psiA/B;97;0;plasmid-stability
IncA/C;97;0;inc-group
IncA/C2;97;0;inc-group
IncFIA;97;3;inc-group
IncFIB;97;0;inc-group
IncFIC;97;0;inc-group
IncFII;97;0;inc-group
IncHI1A;97;0;inc-group
IncHI1B;97;0;inc-group
IncHI2;97;0;inc-group
IncI1;97;0;inc-group
IncI2;97;0;inc-group
IncL/M;97;0;inc-group
IncN;97;0;inc-group
IncN2;97;0;inc-group
IncN3;97;0;inc-group
IncP;97;0;inc-group
IncQ1;97;0;inc-group
IncQ2;97;0;inc-group
IncR;97;0;inc-group
IncU;97;0;inc-group
IncX3;97;0;inc-group
IncY;97;0;inc-group
Acinetobacter;97;0;organism
Aeromonas;97;0;organism
Citrobacter;97;0;organism
Enterobacter;97;4;organism
Escherichia;97;0;organism
Klebsiella;97;0;organism
Leclercia;97;0;organism
Morganella;97;0;organism
Pantoea;97;0;organism
Proteus;97;0;organism
Pseudomonas;97;0;organism
Raoultella;97;0;organism
Salmonella;97;0;organism
Serratia;97;0;organism
blaCMY;17;0;beta-lactamase
blaCTX-M;17;0;beta-lactamase
blaDHA;17;0;beta-lactamase
blaFOX;17;0;beta-lactamase
blaGES;17;0;beta-lactamase
blaIMP;17;0;beta-lactamase
blaLAP;17;0;beta-lactamase
blaOXA;17;1;beta-lactamase
blaPSE;17;0;beta-lactamase
blaSHV;17;0;beta-lactamase
blaTEM;17;1;beta-lactamase
blaVEB;17;0;beta-lactamase
parA/B/M;17;0;plasmid-stability
stbA/B/C;17;0;plasmid-stability
vagC/D;17;0;plasmid-stability
psiA/B;17;2;plasmid-stability
IncA/C;17;0;inc-group
IncA/C2;17;0;inc-group
IncFIA;17;0;inc-group
IncFIB;17;3;inc-group
IncFIC;17;0;inc-group
IncFII;17;0;inc-group
IncHI1A;17;0;inc-group
IncHI1B;17;0;inc-group
IncHI2;17;0;inc-group
IncI1;17;0;inc-group
IncI2;17;0;inc-group
IncL/M;17;0;inc-group
IncN;17;0;inc-group
IncN2;17;0;inc-group
IncN3;17;0;inc-group
IncP;17;0;inc-group
IncQ1;17;0;inc-group
IncQ2;17;0;inc-group
IncR;17;0;inc-group
IncU;17;0;inc-group
IncX3;17;0;inc-group
IncY;17;0;inc-group
Acinetobacter;17;0;organism
Aeromonas;17;0;organism
Citrobacter;17;0;organism
Enterobacter;17;0;organism
Escherichia;17;0;organism
Klebsiella;17;4;organism
Leclercia;17;0;organism
Morganella;17;0;organism
Pantoea;17;0;organism
Proteus;17;0;organism
Pseudomonas;17;0;organism
Raoultella;17;0;organism
Salmonella;17;0;organism
Serratia;17;0;organism
blaCMY;36;0;beta-lactamase
blaCTX-M;36;0;beta-lactamase
blaDHA;36;0;beta-lactamase
blaFOX;36;0;beta-lactamase
blaGES;36;0;beta-lactamase
blaIMP;36;0;beta-lactamase
blaLAP;36;0;beta-lactamase
blaOXA;36;0;beta-lactamase
blaPSE;36;0;beta-lactamase
blaSHV;36;0;beta-lactamase
blaTEM;36;1;beta-lactamase
blaVEB;36;0;beta-lactamase
parA/B/M;36;0;plasmid-stability
stbA/B/C;36;0;plasmid-stability
vagC/D;36;0;plasmid-stability
psiA/B;36;2;plasmid-stability
IncA/C;36;0;inc-group
IncA/C2;36;0;inc-group
IncFIA;36;0;inc-group
IncFIB;36;0;inc-group
IncFIC;36;0;inc-group
IncFII;36;0;inc-group
IncHI1A;36;0;inc-group
IncHI1B;36;0;inc-group
IncHI2;36;0;inc-group
IncI1;36;0;inc-group
IncI2;36;0;inc-group
IncL/M;36;0;inc-group
IncN;36;0;inc-group
IncN2;36;0;inc-group
IncN3;36;0;inc-group
IncP;36;0;inc-group
IncQ1;36;3;inc-group
IncQ2;36;0;inc-group
IncR;36;0;inc-group
IncU;36;0;inc-group
IncX3;36;0;inc-group
IncY;36;0;inc-group
Acinetobacter;36;0;organism
Aeromonas;36;0;organism
Citrobacter;36;4;organism
Enterobacter;36;0;organism
Escherichia;36;0;organism
Klebsiella;36;4;organism
Leclercia;36;0;organism
Morganella;36;0;organism
Pantoea;36;0;organism
Proteus;36;0;organism
Pseudomonas;36;0;organism
Raoultella;36;0;organism
Salmonella;36;0;organism
Serratia;36;0;organism
blaCMY;112;0;beta-lactamase
blaCTX-M;112;0;beta-lactamase
blaDHA;112;0;beta-lactamase
blaFOX;112;0;beta-lactamase
blaGES;112;0;beta-lactamase
blaIMP;112;0;beta-lactamase
blaLAP;112;0;beta-lactamase
blaOXA;112;0;beta-lactamase
blaPSE;112;0;beta-lactamase
blaSHV;112;1;beta-lactamase
blaTEM;112;1;beta-lactamase
blaVEB;112;0;beta-lactamase
parA/B/M;112;0;plasmid-stability
stbA/B/C;112;0;plasmid-stability
vagC/D;112;0;plasmid-stability
psiA/B;112;2;plasmid-stability
IncA/C;112;0;inc-group
IncA/C2;112;0;inc-group
IncFIA;112;0;inc-group
IncFIB;112;0;inc-group
IncFIC;112;0;inc-group
IncFII;112;0;inc-group
IncHI1A;112;0;inc-group
IncHI1B;112;0;inc-group
IncHI2;112;0;inc-group
IncI1;112;0;inc-group
IncI2;112;0;inc-group
IncL/M;112;0;inc-group
IncN;112;0;inc-group
IncN2;112;0;inc-group
IncN3;112;0;inc-group
IncP;112;0;inc-group
IncQ1;112;0;inc-group
IncQ2;112;0;inc-group
IncR;112;0;inc-group
IncU;112;0;inc-group
IncX3;112;0;inc-group
IncY;112;0;inc-group
Acinetobacter;112;0;organism
Aeromonas;112;0;organism
Citrobacter;112;0;organism
Enterobacter;112;0;organism
Escherichia;112;0;organism
Klebsiella;112;4;organism
Leclercia;112;0;organism
Morganella;112;0;organism
Pantoea;112;0;organism
Proteus;112;0;organism
Pseudomonas;112;0;organism
Raoultella;112;0;organism
Salmonella;112;0;organism
Serratia;112;0;organism
blaCMY;94;0;beta-lactamase
blaCTX-M;94;0;beta-lactamase
blaDHA;94;0;beta-lactamase
blaFOX;94;0;beta-lactamase
blaGES;94;0;beta-lactamase
blaIMP;94;0;beta-lactamase
blaLAP;94;0;beta-lactamase
blaOXA;94;0;beta-lactamase
blaPSE;94;0;beta-lactamase
blaSHV;94;0;beta-lactamase
blaTEM;94;1;beta-lactamase
blaVEB;94;0;beta-lactamase
parA/B/M;94;0;plasmid-stability
stbA/B/C;94;0;plasmid-stability
vagC/D;94;0;plasmid-stability
psiA/B;94;2;plasmid-stability
IncA/C;94;0;inc-group
IncA/C2;94;0;inc-group
IncFIA;94;0;inc-group
IncFIB;94;0;inc-group
IncFIC;94;0;inc-group
IncFII;94;0;inc-group
IncHI1A;94;0;inc-group
IncHI1B;94;0;inc-group
IncHI2;94;0;inc-group
IncI1;94;0;inc-group
IncI2;94;0;inc-group
IncL/M;94;0;inc-group
IncN;94;0;inc-group
IncN2;94;0;inc-group
IncN3;94;0;inc-group
IncP;94;0;inc-group
IncQ1;94;0;inc-group
IncQ2;94;0;inc-group
IncR;94;0;inc-group
IncU;94;0;inc-group
IncX3;94;0;inc-group
IncY;94;0;inc-group
Acinetobacter;94;0;organism
Aeromonas;94;0;organism
Citrobacter;94;0;organism
Enterobacter;94;0;organism
Escherichia;94;0;organism
Klebsiella;94;4;organism
Leclercia;94;0;organism
Morganella;94;0;organism
Pantoea;94;0;organism
Proteus;94;0;organism
Pseudomonas;94;0;organism
Raoultella;94;0;organism
Salmonella;94;0;organism
Serratia;94;0;organism
blaCMY;46;0;beta-lactamase
blaCTX-M;46;1;beta-lactamase
blaDHA;46;0;beta-lactamase
blaFOX;46;0;beta-lactamase
blaGES;46;0;beta-lactamase
blaIMP;46;0;beta-lactamase
blaLAP;46;0;beta-lactamase
blaOXA;46;0;beta-lactamase
blaPSE;46;0;beta-lactamase
blaSHV;46;0;beta-lactamase
blaTEM;46;0;beta-lactamase
blaVEB;46;0;beta-lactamase
parA/B/M;46;0;plasmid-stability
stbA/B/C;46;0;plasmid-stability
vagC/D;46;0;plasmid-stability
psiA/B;46;2;plasmid-stability
IncA/C;46;0;inc-group
IncA/C2;46;0;inc-group
IncFIA;46;0;inc-group
IncFIB;46;0;inc-group
IncFIC;46;0;inc-group
IncFII;46;0;inc-group
IncHI1A;46;0;inc-group
IncHI1B;46;0;inc-group
IncHI2;46;0;inc-group
IncI1;46;0;inc-group
IncI2;46;0;inc-group
IncL/M;46;0;inc-group
IncN;46;0;inc-group
IncN2;46;0;inc-group
IncN3;46;0;inc-group
IncP;46;0;inc-group
IncQ1;46;0;inc-group
IncQ2;46;0;inc-group
IncR;46;0;inc-group
IncU;46;0;inc-group
IncX3;46;0;inc-group
IncY;46;0;inc-group
Acinetobacter;46;0;organism
Aeromonas;46;0;organism
Citrobacter;46;0;organism
Enterobacter;46;0;organism
Escherichia;46;0;organism
Klebsiella;46;4;organism
Leclercia;46;0;organism
Morganella;46;0;organism
Pantoea;46;0;organism
Proteus;46;0;organism
Pseudomonas;46;0;organism
Raoultella;46;0;organism
Salmonella;46;0;organism
Serratia;46;0;organism
blaCMY;62;0;beta-lactamase
blaCTX-M;62;0;beta-lactamase
blaDHA;62;0;beta-lactamase
blaFOX;62;0;beta-lactamase
blaGES;62;0;beta-lactamase
blaIMP;62;0;beta-lactamase
blaLAP;62;0;beta-lactamase
blaOXA;62;0;beta-lactamase
blaPSE;62;0;beta-lactamase
blaSHV;62;0;beta-lactamase
blaTEM;62;0;beta-lactamase
blaVEB;62;0;beta-lactamase
parA/B/M;62;0;plasmid-stability
stbA/B/C;62;0;plasmid-stability
vagC/D;62;0;plasmid-stability
psiA/B;62;2;plasmid-stability
IncA/C;62;0;inc-group
IncA/C2;62;0;inc-group
IncFIA;62;0;inc-group
IncFIB;62;0;inc-group
IncFIC;62;0;inc-group
IncFII;62;0;inc-group
IncHI1A;62;0;inc-group
IncHI1B;62;0;inc-group
IncHI2;62;0;inc-group
IncI1;62;0;inc-group
IncI2;62;0;inc-group
IncL/M;62;0;inc-group
IncN;62;0;inc-group
IncN2;62;0;inc-group
IncN3;62;0;inc-group
IncP;62;0;inc-group
IncQ1;62;0;inc-group
IncQ2;62;0;inc-group
IncR;62;0;inc-group
IncU;62;0;inc-group
IncX3;62;0;inc-group
IncY;62;0;inc-group
Acinetobacter;62;0;organism
Aeromonas;62;0;organism
Citrobacter;62;0;organism
Enterobacter;62;0;organism
Escherichia;62;0;organism
Klebsiella;62;4;organism
Leclercia;62;0;organism
Morganella;62;0;organism
Pantoea;62;0;organism
Proteus;62;0;organism
Pseudomonas;62;0;organism
Raoultella;62;0;organism
Salmonella;62;0;organism
Serratia;62;0;organism
blaCMY;113;0;beta-lactamase
blaCTX-M;113;0;beta-lactamase
blaDHA;113;0;beta-lactamase
blaFOX;113;0;beta-lactamase
blaGES;113;0;beta-lactamase
blaIMP;113;0;beta-lactamase
blaLAP;113;0;beta-lactamase
blaOXA;113;0;beta-lactamase
blaPSE;113;0;beta-lactamase
blaSHV;113;0;beta-lactamase
blaTEM;113;0;beta-lactamase
blaVEB;113;0;beta-lactamase
parA/B/M;113;0;plasmid-stability
stbA/B/C;113;0;plasmid-stability
vagC/D;113;0;plasmid-stability
psiA/B;113;0;plasmid-stability
IncA/C;113;0;inc-group
IncA/C2;113;0;inc-group
IncFIA;113;0;inc-group
IncFIB;113;0;inc-group
IncFIC;113;0;inc-group
IncFII;113;0;inc-group
IncHI1A;113;0;inc-group
IncHI1B;113;0;inc-group
IncHI2;113;0;inc-group
IncI1;113;0;inc-group
IncI2;113;0;inc-group
IncL/M;113;0;inc-group
IncN;113;3;inc-group
IncN2;113;0;inc-group
IncN3;113;0;inc-group
IncP;113;0;inc-group
IncQ1;113;0;inc-group
IncQ2;113;0;inc-group
IncR;113;0;inc-group
IncU;113;0;inc-group
IncX3;113;0;inc-group
IncY;113;0;inc-group
Acinetobacter;113;0;organism
Aeromonas;113;0;organism
Citrobacter;113;0;organism
Enterobacter;113;0;organism
Escherichia;113;0;organism
Klebsiella;113;0;organism
Leclercia;113;0;organism
Morganella;113;4;organism
Pantoea;113;0;organism
Proteus;113;0;organism
Pseudomonas;113;0;organism
Raoultella;113;0;organism
Salmonella;113;0;organism
Serratia;113;0;organism
blaCMY;60;0;beta-lactamase
blaCTX-M;60;0;beta-lactamase
blaDHA;60;0;beta-lactamase
blaFOX;60;0;beta-lactamase
blaGES;60;0;beta-lactamase
blaIMP;60;0;beta-lactamase
blaLAP;60;0;beta-lactamase
blaOXA;60;1;beta-lactamase
blaPSE;60;0;beta-lactamase
blaSHV;60;0;beta-lactamase
blaTEM;60;1;beta-lactamase
blaVEB;60;0;beta-lactamase
parA/B/M;60;2;plasmid-stability
stbA/B/C;60;0;plasmid-stability
vagC/D;60;0;plasmid-stability
psiA/B;60;2;plasmid-stability
IncA/C;60;0;inc-group
IncA/C2;60;0;inc-group
IncFIA;60;0;inc-group
IncFIB;60;3;inc-group
IncFIC;60;0;inc-group
IncFII;60;0;inc-group
IncHI1A;60;0;inc-group
IncHI1B;60;0;inc-group
IncHI2;60;0;inc-group
IncI1;60;0;inc-group
IncI2;60;0;inc-group
IncL/M;60;0;inc-group
IncN;60;0;inc-group
IncN2;60;0;inc-group
IncN3;60;0;inc-group
IncP;60;0;inc-group
IncQ1;60;0;inc-group
IncQ2;60;0;inc-group
IncR;60;0;inc-group
IncU;60;0;inc-group
IncX3;60;0;inc-group
IncY;60;0;inc-group
Acinetobacter;60;0;organism
Aeromonas;60;0;organism
Citrobacter;60;4;organism
Enterobacter;60;0;organism
Escherichia;60;4;organism
Klebsiella;60;4;organism
Leclercia;60;0;organism
Morganella;60;0;organism
Pantoea;60;0;organism
Proteus;60;0;organism
Pseudomonas;60;0;organism
Raoultella;60;0;organism
Salmonella;60;0;organism
Serratia;60;0;organism
blaCMY;65;0;beta-lactamase
blaCTX-M;65;0;beta-lactamase
blaDHA;65;0;beta-lactamase
blaFOX;65;0;beta-lactamase
blaGES;65;0;beta-lactamase
blaIMP;65;0;beta-lactamase
blaLAP;65;0;beta-lactamase
blaOXA;65;0;beta-lactamase
blaPSE;65;0;beta-lactamase
blaSHV;65;0;beta-lactamase
blaTEM;65;1;beta-lactamase
blaVEB;65;0;beta-lactamase
parA/B/M;65;0;plasmid-stability
stbA/B/C;65;0;plasmid-stability
vagC/D;65;0;plasmid-stability
psiA/B;65;2;plasmid-stability
IncA/C;65;0;inc-group
IncA/C2;65;0;inc-group
IncFIA;65;0;inc-group
IncFIB;65;0;inc-group
IncFIC;65;0;inc-group
IncFII;65;0;inc-group
IncHI1A;65;0;inc-group
IncHI1B;65;0;inc-group
IncHI2;65;0;inc-group
IncI1;65;0;inc-group
IncI2;65;0;inc-group
IncL/M;65;0;inc-group
IncN;65;0;inc-group
IncN2;65;0;inc-group
IncN3;65;0;inc-group
IncP;65;0;inc-group
IncQ1;65;0;inc-group
IncQ2;65;0;inc-group
IncR;65;0;inc-group
IncU;65;0;inc-group
IncX3;65;0;inc-group
IncY;65;0;inc-group
Acinetobacter;65;0;organism
Aeromonas;65;0;organism
Citrobacter;65;0;organism
Enterobacter;65;0;organism
Escherichia;65;0;organism
Klebsiella;65;4;organism
Leclercia;65;0;organism
Morganella;65;0;organism
Pantoea;65;0;organism
Proteus;65;0;organism
Pseudomonas;65;0;organism
Raoultella;65;0;organism
Salmonella;65;0;organism
Serratia;65;0;organism
blaCMY;11;0;beta-lactamase
blaCTX-M;11;1;beta-lactamase
blaDHA;11;0;beta-lactamase
blaFOX;11;0;beta-lactamase
blaGES;11;0;beta-lactamase
blaIMP;11;0;beta-lactamase
blaLAP;11;0;beta-lactamase
blaOXA;11;0;beta-lactamase
blaPSE;11;0;beta-lactamase
blaSHV;11;0;beta-lactamase
blaTEM;11;1;beta-lactamase
blaVEB;11;0;beta-lactamase
parA/B/M;11;0;plasmid-stability
stbA/B/C;11;0;plasmid-stability
vagC/D;11;0;plasmid-stability
psiA/B;11;2;plasmid-stability
IncA/C;11;0;inc-group
IncA/C2;11;0;inc-group
IncFIA;11;0;inc-group
IncFIB;11;0;inc-group
IncFIC;11;0;inc-group
IncFII;11;0;inc-group
IncHI1A;11;0;inc-group
IncHI1B;11;0;inc-group
IncHI2;11;0;inc-group
IncI1;11;0;inc-group
IncI2;11;0;inc-group
IncL/M;11;0;inc-group
IncN;11;0;inc-group
IncN2;11;0;inc-group
IncN3;11;0;inc-group
IncP;11;0;inc-group
IncQ1;11;0;inc-group
IncQ2;11;0;inc-group
IncR;11;0;inc-group
IncU;11;0;inc-group
IncX3;11;0;inc-group
IncY;11;0;inc-group
Acinetobacter;11;0;organism
Aeromonas;11;0;organism
Citrobacter;11;0;organism
Enterobacter;11;0;organism
Escherichia;11;0;organism
Klebsiella;11;4;organism
Leclercia;11;0;organism
Morganella;11;0;organism
Pantoea;11;0;organism
Proteus;11;0;organism
Pseudomonas;11;0;organism
Raoultella;11;0;organism
Salmonella;11;0;organism
Serratia;11;0;organism
blaCMY;48;0;beta-lactamase
blaCTX-M;48;1;beta-lactamase
blaDHA;48;0;beta-lactamase
blaFOX;48;0;beta-lactamase
blaGES;48;0;beta-lactamase
blaIMP;48;0;beta-lactamase
blaLAP;48;0;beta-lactamase
blaOXA;48;0;beta-lactamase
blaPSE;48;0;beta-lactamase
blaSHV;48;1;beta-lactamase
blaTEM;48;1;beta-lactamase
blaVEB;48;0;beta-lactamase
parA/B/M;48;0;plasmid-stability
stbA/B/C;48;0;plasmid-stability
vagC/D;48;0;plasmid-stability
psiA/B;48;2;plasmid-stability
IncA/C;48;0;inc-group
IncA/C2;48;0;inc-group
IncFIA;48;0;inc-group
IncFIB;48;0;inc-group
IncFIC;48;0;inc-group
IncFII;48;0;inc-group
IncHI1A;48;0;inc-group
IncHI1B;48;0;inc-group
IncHI2;48;0;inc-group
IncI1;48;0;inc-group
IncI2;48;0;inc-group
IncL/M;48;0;inc-group
IncN;48;0;inc-group
IncN2;48;0;inc-group
IncN3;48;0;inc-group
IncP;48;0;inc-group
IncQ1;48;0;inc-group
IncQ2;48;0;inc-group
IncR;48;0;inc-group
IncU;48;0;inc-group
IncX3;48;0;inc-group
IncY;48;0;inc-group
Acinetobacter;48;0;organism
Aeromonas;48;0;organism
Citrobacter;48;0;organism
Enterobacter;48;0;organism
Escherichia;48;0;organism
Klebsiella;48;4;organism
Leclercia;48;0;organism
Morganella;48;0;organism
Pantoea;48;0;organism
Proteus;48;0;organism
Pseudomonas;48;0;organism
Raoultella;48;0;organism
Salmonella;48;0;organism
Serratia;48;0;organism
blaCMY;3;0;beta-lactamase
blaCTX-M;3;0;beta-lactamase
blaDHA;3;0;beta-lactamase
blaFOX;3;0;beta-lactamase
blaGES;3;0;beta-lactamase
blaIMP;3;0;beta-lactamase
blaLAP;3;0;beta-lactamase
blaOXA;3;0;beta-lactamase
blaPSE;3;0;beta-lactamase
blaSHV;3;0;beta-lactamase
blaTEM;3;0;beta-lactamase
blaVEB;3;0;beta-lactamase
parA/B/M;3;0;plasmid-stability
stbA/B/C;3;0;plasmid-stability
vagC/D;3;0;plasmid-stability
psiA/B;3;0;plasmid-stability
IncA/C;3;0;inc-group
IncA/C2;3;0;inc-group
IncFIA;3;0;inc-group
IncFIB;3;0;inc-group
IncFIC;3;0;inc-group
IncFII;3;0;inc-group
IncHI1A;3;0;inc-group
IncHI1B;3;0;inc-group
IncHI2;3;0;inc-group
IncI1;3;0;inc-group
IncI2;3;0;inc-group
IncL/M;3;0;inc-group
IncN;3;0;inc-group
IncN2;3;0;inc-group
IncN3;3;0;inc-group
IncP;3;0;inc-group
IncQ1;3;0;inc-group
IncQ2;3;0;inc-group
IncR;3;0;inc-group
IncU;3;0;inc-group
IncX3;3;0;inc-group
IncY;3;0;inc-group
Acinetobacter;3;0;organism
Aeromonas;3;0;organism
Citrobacter;3;0;organism
Enterobacter;3;0;organism
Escherichia;3;0;organism
Klebsiella;3;4;organism
Leclercia;3;0;organism
Morganella;3;0;organism
Pantoea;3;0;organism
Proteus;3;0;organism
Pseudomonas;3;0;organism
Raoultella;3;0;organism
Salmonella;3;0;organism
Serratia;3;0;organism
blaCMY;1;0;beta-lactamase
blaCTX-M;1;0;beta-lactamase
blaDHA;1;0;beta-lactamase
blaFOX;1;0;beta-lactamase
blaGES;1;0;beta-lactamase
blaIMP;1;0;beta-lactamase
blaLAP;1;0;beta-lactamase
blaOXA;1;0;beta-lactamase
blaPSE;1;0;beta-lactamase
blaSHV;1;0;beta-lactamase
blaTEM;1;0;beta-lactamase
blaVEB;1;0;beta-lactamase
parA/B/M;1;0;plasmid-stability
stbA/B/C;1;0;plasmid-stability
vagC/D;1;0;plasmid-stability
psiA/B;1;0;plasmid-stability
IncA/C;1;0;inc-group
IncA/C2;1;0;inc-group
IncFIA;1;0;inc-group
IncFIB;1;0;inc-group
IncFIC;1;0;inc-group
IncFII;1;0;inc-group
IncHI1A;1;0;inc-group
IncHI1B;1;0;inc-group
IncHI2;1;0;inc-group
IncI1;1;0;inc-group
IncI2;1;0;inc-group
IncL/M;1;0;inc-group
IncN;1;0;inc-group
IncN2;1;0;inc-group
IncN3;1;0;inc-group
IncP;1;0;inc-group
IncQ1;1;0;inc-group
IncQ2;1;0;inc-group
IncR;1;0;inc-group
IncU;1;0;inc-group
IncX3;1;0;inc-group
IncY;1;0;inc-group
Acinetobacter;1;0;organism
Aeromonas;1;0;organism
Citrobacter;1;4;organism
Enterobacter;1;4;organism
Escherichia;1;4;organism
Klebsiella;1;4;organism
Leclercia;1;0;organism
Morganella;1;0;organism
Pantoea;1;0;organism
Proteus;1;0;organism
Pseudomonas;1;4;organism
Raoultella;1;0;organism
Salmonella;1;4;organism
Serratia;1;0;organism
blaCMY;111;0;beta-lactamase
blaCTX-M;111;0;beta-lactamase
blaDHA;111;0;beta-lactamase
blaFOX;111;0;beta-lactamase
blaGES;111;0;beta-lactamase
blaIMP;111;0;beta-lactamase
blaLAP;111;0;beta-lactamase
blaOXA;111;1;beta-lactamase
blaPSE;111;0;beta-lactamase
blaSHV;111;0;beta-lactamase
blaTEM;111;1;beta-lactamase
blaVEB;111;0;beta-lactamase
parA/B/M;111;0;plasmid-stability
stbA/B/C;111;0;plasmid-stability
vagC/D;111;0;plasmid-stability
psiA/B;111;0;plasmid-stability
IncA/C;111;0;inc-group
IncA/C2;111;0;inc-group
IncFIA;111;0;inc-group
IncFIB;111;0;inc-group
IncFIC;111;0;inc-group
