gene;sample;mutated;label
IncN2;9;0;inc-group
IncN3;9;0;inc-group
IncP;9;0;inc-group
IncQ1;9;0;inc-group
IncQ2;9;0;inc-group
IncR;9;0;inc-group
IncU;9;0;inc-group
IncX3;9;0;inc-group
IncY;9;0;inc-group
Acinetobacter;9;0;organism
Aeromonas;9;0;organism
Citrobacter;9;0;organism
Enterobacter;9;0;organism
Escherichia;9;4;organism
Klebsiella;9;0;organism
Leclercia;9;0;organism
Morganella;9;0;organism
Pantoea;9;0;organism
Proteus;9;0;organism
Pseudomonas;9;0;organism
Raoultella;9;0;organism
Salmonella;9;0;organism
Serratia;9;0;organism
blaCMY;136;0;beta-lactamase
blaCTX-M;136;0;beta-lactamase
blaDHA;136;0;beta-lactamase
blaFOX;136;0;beta-lactamase
blaGES;136;0;beta-lactamase
blaIMP;136;0;beta-lactamase
blaLAP;136;0;beta-lactamase
blaOXA;136;0;beta-lactamase
blaPSE;136;0;beta-lactamase
blaSHV;136;0;beta-lactamase
blaTEM;136;1;beta-lactamase
blaVEB;136;0;beta-lactamase
parA/B/M;136;0;plasmid-stability
stbA/B/C;136;0;plasmid-stability
vagC/D;136;0;plasmid-stability
psiA/B;136;0;plasmid-stability
IncA/C;136;0;inc-group
IncA/C2;136;0;inc-group
IncFIA;136;0;inc-group
IncFIB;136;0;inc-group
IncFIC;136;0;inc-group
IncFII;136;0;inc-group
IncHI1A;136;0;inc-group
IncHI1B;136;0;inc-group
IncHI2;136;0;inc-group
IncI1;136;0;inc-group
IncI2;136;0;inc-group
IncL/M;136;0;inc-group
IncN;136;3;inc-group
IncN2;136;0;inc-group
IncN3;136;0;inc-group
IncP;136;0;inc-group
IncQ1;136;0;inc-group
IncQ2;136;0;inc-group
IncR;136;0;inc-group
IncU;136;0;inc-group
IncX3;136;0;inc-group
IncY;136;0;inc-group
Acinetobacter;136;0;organism
Aeromonas;136;0;organism
Citrobacter;136;0;organism
Enterobacter;136;0;organism
Escherichia;136;4;organism
Klebsiella;136;0;organism
Leclercia;136;0;organism
Morganella;136;0;organism
Pantoea;136;0;organism
Proteus;136;0;organism
Pseudomonas;136;0;organism
Raoultella;136;0;organism
Salmonella;136;0;organism
Serratia;136;0;organism
blaCMY;56;0;beta-lactamase
blaCTX-M;56;0;beta-lactamase
blaDHA;56;0;beta-lactamase
blaFOX;56;0;beta-lactamase
blaGES;56;0;beta-lactamase
blaIMP;56;0;beta-lactamase
blaLAP;56;0;beta-lactamase
blaOXA;56;0;beta-lactamase
blaPSE;56;0;beta-lactamase
blaSHV;56;0;beta-lactamase
blaTEM;56;0;beta-lactamase
blaVEB;56;0;beta-lactamase
parA/B/M;56;0;plasmid-stability
stbA/B/C;56;0;plasmid-stability
vagC/D;56;0;plasmid-stability
psiA/B;56;2;plasmid-stability
IncA/C;56;0;inc-group
IncA/C2;56;0;inc-group
IncFIA;56;3;inc-group
IncFIB;56;0;inc-group
IncFIC;56;0;inc-group
IncFII;56;0;inc-group
IncHI1A;56;0;inc-group
IncHI1B;56;0;inc-group
IncHI2;56;0;inc-group
IncI1;56;0;inc-group
IncI2;56;0;inc-group
IncL/M;56;0;inc-group
IncN;56;0;inc-group
IncN2;56;0;inc-group
IncN3;56;0;inc-group
IncP;56;0;inc-group
IncQ1;56;0;inc-group
IncQ2;56;0;inc-group
IncR;56;0;inc-group
IncU;56;0;inc-group
IncX3;56;0;inc-group
IncY;56;0;inc-group
Acinetobacter;56;0;organism
Aeromonas;56;0;organism
Citrobacter;56;0;organism
Enterobacter;56;0;organism
Escherichia;56;4;organism
Klebsiella;56;0;organism
Leclercia;56;0;organism
Morganella;56;0;organism
Pantoea;56;0;organism
Proteus;56;0;organism
Pseudomonas;56;0;organism
Raoultella;56;0;organism
Salmonella;56;0;organism
Serratia;56;0;organism
blaCMY;96;0;beta-lactamase
blaCTX-M;96;0;beta-lactamase
blaDHA;96;0;beta-lactamase
blaFOX;96;0;beta-lactamase
blaGES;96;0;beta-lactamase
blaIMP;96;0;beta-lactamase
blaLAP;96;0;beta-lactamase
blaOXA;96;1;beta-lactamase
blaPSE;96;0;beta-lactamase
blaSHV;96;0;beta-lactamase
blaTEM;96;1;beta-lactamase
blaVEB;96;0;beta-lactamase
parA/B/M;96;0;plasmid-stability
stbA/B/C;96;0;plasmid-stability
vagC/D;96;0;plasmid-stability
psiA/B;96;0;plasmid-stability
IncA/C;96;0;inc-group
IncA/C2;96;0;inc-group
IncFIA;96;0;inc-group
IncFIB;96;0;inc-group
IncFIC;96;0;inc-group
IncFII;96;0;inc-group
IncHI1A;96;0;inc-group
IncHI1B;96;0;inc-group
IncHI2;96;0;inc-group
IncI1;96;0;inc-group
IncI2;96;0;inc-group
IncL/M;96;0;inc-group
IncN;96;3;inc-group
IncN2;96;0;inc-group
IncN3;96;0;inc-group
IncP;96;0;inc-group
IncQ1;96;0;inc-group
IncQ2;96;0;inc-group
IncR;96;0;inc-group
IncU;96;0;inc-group
IncX3;96;0;inc-group
IncY;96;0;inc-group
Acinetobacter;96;0;organism
Aeromonas;96;0;organism
Citrobacter;96;0;organism
Enterobacter;96;0;organism
Escherichia;96;4;organism
Klebsiella;96;0;organism
Leclercia;96;0;organism
Morganella;96;0;organism
Pantoea;96;0;organism
Proteus;96;0;organism
Pseudomonas;96;0;organism
Raoultella;96;0;organism
Salmonella;96;0;organism
Serratia;96;0;organism
blaCMY;80;0;beta-lactamase
blaCTX-M;80;0;beta-lactamase
blaDHA;80;0;beta-lactamase
blaFOX;80;0;beta-lactamase
blaGES;80;0;beta-lactamase
blaIMP;80;0;beta-lactamase
blaLAP;80;0;beta-lactamase
blaOXA;80;0;beta-lactamase
blaPSE;80;0;beta-lactamase
blaSHV;80;0;beta-lactamase
blaTEM;80;0;beta-lactamase
blaVEB;80;0;beta-lactamase
parA/B/M;80;0;plasmid-stability
stbA/B/C;80;0;plasmid-stability
vagC/D;80;0;plasmid-stability
psiA/B;80;2;plasmid-stability
IncA/C;80;0;inc-group
IncA/C2;80;0;inc-group
IncFIA;80;0;inc-group
IncFIB;80;0;inc-group
IncFIC;80;0;inc-group
IncFII;80;0;inc-group
IncHI1A;80;0;inc-group
IncHI1B;80;0;inc-group
IncHI2;80;0;inc-group
IncI1;80;0;inc-group
IncI2;80;0;inc-group
IncL/M;80;0;inc-group
IncN;80;0;inc-group
IncN2;80;0;inc-group
IncN3;80;0;inc-group
IncP;80;0;inc-group
IncQ1;80;0;inc-group
IncQ2;80;0;inc-group
IncR;80;0;inc-group
IncU;80;0;inc-group
IncX3;80;0;inc-group
IncY;80;0;inc-group
Acinetobacter;80;0;organism
Aeromonas;80;0;organism
Citrobacter;80;0;organism
Enterobacter;80;0;organism
Escherichia;80;0;organism
Klebsiella;80;4;organism
Leclercia;80;0;organism
Morganella;80;0;organism
Pantoea;80;0;organism
Proteus;80;0;organism
Pseudomonas;80;0;organism
Raoultella;80;0;organism
Salmonella;80;0;organism
Serratia;80;0;organism
blaCMY;83;0;beta-lactamase
blaCTX-M;83;0;beta-lactamase
blaDHA;83;0;beta-lactamase
blaFOX;83;0;beta-lactamase
blaGES;83;0;beta-lactamase
blaIMP;83;0;beta-lactamase
blaLAP;83;0;beta-lactamase
blaOXA;83;0;beta-lactamase
blaPSE;83;0;beta-lactamase
blaSHV;83;0;beta-lactamase
blaTEM;83;0;beta-lactamase
blaVEB;83;0;beta-lactamase
parA/B/M;83;0;plasmid-stability
stbA/B/C;83;0;plasmid-stability
vagC/D;83;0;plasmid-stability
psiA/B;83;2;plasmid-stability
IncA/C;83;0;inc-group
IncA/C2;83;0;inc-group
IncFIA;83;0;inc-group
IncFIB;83;0;inc-group
IncFIC;83;0;inc-group
IncFII;83;0;inc-group
IncHI1A;83;0;inc-group
IncHI1B;83;0;inc-group
IncHI2;83;0;inc-group
IncI1;83;0;inc-group
IncI2;83;0;inc-group
IncL/M;83;0;inc-group
IncN;83;0;inc-group
IncN2;83;0;inc-group
IncN3;83;0;inc-group
IncP;83;0;inc-group
IncQ1;83;0;inc-group
IncQ2;83;0;inc-group
IncR;83;0;inc-group
IncU;83;0;inc-group
IncX3;83;0;inc-group
IncY;83;0;inc-group
Acinetobacter;83;0;organism
Aeromonas;83;0;organism
Citrobacter;83;0;organism
Enterobacter;83;0;organism
Escherichia;83;4;organism
Klebsiella;83;4;organism
Leclercia;83;0;organism
Morganella;83;0;organism
Pantoea;83;0;organism
Proteus;83;0;organism
Pseudomonas;83;0;organism
Raoultella;83;0;organism
Salmonella;83;0;organism
Serratia;83;0;organism
blaCMY;2;0;beta-lactamase
blaCTX-M;2;0;beta-lactamase
blaDHA;2;0;beta-lactamase
blaFOX;2;0;beta-lactamase
blaGES;2;0;beta-lactamase
blaIMP;2;1;beta-lactamase
blaLAP;2;0;beta-lactamase
blaOXA;2;0;beta-lactamase
blaPSE;2;0;beta-lactamase
blaSHV;2;1;beta-lactamase
blaTEM;2;0;beta-lactamase
blaVEB;2;0;beta-lactamase
parA/B/M;2;0;plasmid-stability
stbA/B/C;2;0;plasmid-stability
vagC/D;2;0;plasmid-stability
psiA/B;2;2;plasmid-stability
IncA/C;2;0;inc-group
IncA/C2;2;0;inc-group
IncFIA;2;0;inc-group
IncFIB;2;3;inc-group
IncFIC;2;0;inc-group
IncFII;2;0;inc-group
IncHI1A;2;0;inc-group
IncHI1B;2;0;inc-group
IncHI2;2;0;inc-group
IncI1;2;0;inc-group
IncI2;2;0;inc-group
IncL/M;2;0;inc-group
IncN;2;0;inc-group
IncN2;2;0;inc-group
IncN3;2;0;inc-group
IncP;2;0;inc-group
IncQ1;2;0;inc-group
IncQ2;2;0;inc-group
IncR;2;0;inc-group
IncU;2;3;inc-group
IncX3;2;0;inc-group
IncY;2;0;inc-group
Acinetobacter;2;0;organism
Aeromonas;2;4;organism
Citrobacter;2;0;organism
Enterobacter;2;0;organism
Escherichia;2;4;organism
Klebsiella;2;4;organism
Leclercia;2;0;organism
Morganella;2;0;organism
Pantoea;2;0;organism
Proteus;2;0;organism
Pseudomonas;2;0;organism
Raoultella;2;4;organism
Salmonella;2;0;organism
Serratia;2;0;organism
blaCMY;21;0;beta-lactamase
blaCTX-M;21;0;beta-lactamase
blaDHA;21;0;beta-lactamase
blaFOX;21;0;beta-lactamase
blaGES;21;0;beta-lactamase
blaIMP;21;0;beta-lactamase
blaLAP;21;0;beta-lactamase
blaOXA;21;0;beta-lactamase
blaPSE;21;0;beta-lactamase
blaSHV;21;0;beta-lactamase
blaTEM;21;0;beta-lactamase
blaVEB;21;0;beta-lactamase
parA/B/M;21;0;plasmid-stability
stbA/B/C;21;0;plasmid-stability
vagC/D;21;0;plasmid-stability
psiA/B;21;0;plasmid-stability
IncA/C;21;0;inc-group
IncA/C2;21;3;inc-group
IncFIA;21;0;inc-group
IncFIB;21;0;inc-group
IncFIC;21;0;inc-group
IncFII;21;0;inc-group
IncHI1A;21;0;inc-group
IncHI1B;21;0;inc-group
IncHI2;21;0;inc-group
IncI1;21;0;inc-group
IncI2;21;0;inc-group
IncL/M;21;0;inc-group
IncN;21;0;inc-group
IncN2;21;0;inc-group
IncN3;21;0;inc-group
IncP;21;0;inc-group
IncQ1;21;0;inc-group
IncQ2;21;0;inc-group
IncR;21;0;inc-group
IncU;21;0;inc-group
IncX3;21;0;inc-group
IncY;21;0;inc-group
Acinetobacter;21;0;organism
Aeromonas;21;0;organism
Citrobacter;21;0;organism
Enterobacter;21;0;organism
Escherichia;21;0;organism
Klebsiella;21;0;organism
Leclercia;21;0;organism
Morganella;21;0;organism
Pantoea;21;0;organism
Proteus;21;4;organism
Pseudomonas;21;0;organism
Raoultella;21;0;organism
Salmonella;21;0;organism
Serratia;21;0;organism
blaCMY;22;0;beta-lactamase
blaCTX-M;22;0;beta-lactamase
blaDHA;22;0;beta-lactamase
blaFOX;22;0;beta-lactamase
blaGES;22;0;beta-lactamase
blaIMP;22;0;beta-lactamase
blaLAP;22;0;beta-lactamase
blaOXA;22;0;beta-lactamase
blaPSE;22;0;beta-lactamase
blaSHV;22;0;beta-lactamase
blaTEM;22;1;beta-lactamase
blaVEB;22;0;beta-lactamase
parA/B/M;22;0;plasmid-stability
stbA/B/C;22;0;plasmid-stability
vagC/D;22;0;plasmid-stability
psiA/B;22;0;plasmid-stability
IncA/C;22;0;inc-group
IncA/C2;22;3;inc-group
IncFIA;22;0;inc-group
IncFIB;22;0;inc-group
IncFIC;22;0;inc-group
IncFII;22;0;inc-group
IncHI1A;22;0;inc-group
IncHI1B;22;0;inc-group
IncHI2;22;0;inc-group
IncI1;22;0;inc-group
IncI2;22;0;inc-group
IncL/M;22;0;inc-group
IncN;22;0;inc-group
IncN2;22;0;inc-group
IncN3;22;0;inc-group
IncP;22;0;inc-group
IncQ1;22;0;inc-group
IncQ2;22;0;inc-group
IncR;22;0;inc-group
IncU;22;0;inc-group
IncX3;22;0;inc-group
IncY;22;0;inc-group
Acinetobacter;22;0;organism
Aeromonas;22;0;organism
Citrobacter;22;0;organism
Enterobacter;22;0;organism
Escherichia;22;0;organism
Klebsiella;22;4;organism
Leclercia;22;0;organism
Morganella;22;0;organism
Pantoea;22;0;organism
Proteus;22;0;organism
Pseudomonas;22;0;organism
Raoultella;22;0;organism
Salmonella;22;0;organism
Serratia;22;0;organism
blaCMY;28;0;beta-lactamase
blaCTX-M;28;0;beta-lactamase
blaDHA;28;0;beta-lactamase
blaFOX;28;0;beta-lactamase
blaGES;28;0;beta-lactamase
blaIMP;28;0;beta-lactamase
blaLAP;28;0;beta-lactamase
blaOXA;28;1;beta-lactamase
blaPSE;28;0;beta-lactamase
blaSHV;28;0;beta-lactamase
blaTEM;28;0;beta-lactamase
blaVEB;28;0;beta-lactamase
parA/B/M;28;0;plasmid-stability
stbA/B/C;28;0;plasmid-stability
vagC/D;28;0;plasmid-stability
psiA/B;28;0;plasmid-stability
IncA/C;28;0;inc-group
IncA/C2;28;3;inc-group
IncFIA;28;0;inc-group
IncFIB;28;0;inc-group
IncFIC;28;0;inc-group
IncFII;28;0;inc-group
IncHI1A;28;0;inc-group
IncHI1B;28;0;inc-group
IncHI2;28;0;inc-group
IncI1;28;0;inc-group
IncI2;28;0;inc-group
IncL/M;28;0;inc-group
IncN;28;0;inc-group
IncN2;28;0;inc-group
IncN3;28;0;inc-group
IncP;28;0;inc-group
IncQ1;28;0;inc-group
IncQ2;28;0;inc-group
IncR;28;0;inc-group
IncU;28;0;inc-group
IncX3;28;0;inc-group
IncY;28;0;inc-group
Acinetobacter;28;0;organism
Aeromonas;28;0;organism
Citrobacter;28;0;organism
Enterobacter;28;0;organism
Escherichia;28;0;organism
Klebsiella;28;0;organism
Leclercia;28;0;organism
Morganella;28;0;organism
Pantoea;28;0;organism
Proteus;28;4;organism
Pseudomonas;28;0;organism
Raoultella;28;0;organism
Salmonella;28;0;organism
Serratia;28;0;organism
blaCMY;104;0;beta-lactamase
blaCTX-M;104;0;beta-lactamase
blaDHA;104;0;beta-lactamase
blaFOX;104;0;beta-lactamase
blaGES;104;0;beta-lactamase
blaIMP;104;0;beta-lactamase
blaLAP;104;0;beta-lactamase
blaOXA;104;1;beta-lactamase
blaPSE;104;0;beta-lactamase
blaSHV;104;0;beta-lactamase
blaTEM;104;1;beta-lactamase
blaVEB;104;0;beta-lactamase
parA/B/M;104;0;plasmid-stability
stbA/B/C;104;0;plasmid-stability
vagC/D;104;0;plasmid-stability
psiA/B;104;0;plasmid-stability
IncA/C;104;0;inc-group
IncA/C2;104;0;inc-group
IncFIA;104;0;inc-group
IncFIB;104;0;inc-group
IncFIC;104;0;inc-group
IncFII;104;0;inc-group
IncHI1A;104;0;inc-group
IncHI1B;104;0;inc-group
IncHI2;104;0;inc-group
IncI1;104;0;inc-group
IncI2;104;3;inc-group
IncL/M;104;0;inc-group
IncN;104;0;inc-group
IncN2;104;0;inc-group
IncN3;104;0;inc-group
IncP;104;0;inc-group
IncQ1;104;0;inc-group
IncQ2;104;0;inc-group
IncR;104;0;inc-group
IncU;104;0;inc-group
IncX3;104;0;inc-group
IncY;104;0;inc-group
Acinetobacter;104;0;organism
Aeromonas;104;0;organism
Citrobacter;104;0;organism
Enterobacter;104;0;organism
Escherichia;104;0;organism
Klebsiella;104;4;organism
Leclercia;104;0;organism
Morganella;104;0;organism
Pantoea;104;0;organism
Proteus;104;0;organism
Pseudomonas;104;0;organism
Raoultella;104;0;organism
Salmonella;104;0;organism
Serratia;104;0;organism
blaCMY;52;0;beta-lactamase
blaCTX-M;52;0;beta-lactamase
blaDHA;52;0;beta-lactamase
blaFOX;52;0;beta-lactamase
blaGES;52;0;beta-lactamase
blaIMP;52;0;beta-lactamase
blaLAP;52;0;beta-lactamase
blaOXA;52;0;beta-lactamase
blaPSE;52;0;beta-lactamase
blaSHV;52;0;beta-lactamase
blaTEM;52;0;beta-lactamase
blaVEB;52;0;beta-lactamase
parA/B/M;52;0;plasmid-stability
stbA/B/C;52;0;plasmid-stability
vagC/D;52;0;plasmid-stability
psiA/B;52;2;plasmid-stability
IncA/C;52;0;inc-group
IncA/C2;52;0;inc-group
IncFIA;52;3;inc-group
IncFIB;52;0;inc-group
IncFIC;52;0;inc-group
IncFII;52;0;inc-group
IncHI1A;52;0;inc-group
IncHI1B;52;0;inc-group
IncHI2;52;0;inc-group
IncI1;52;0;inc-group
IncI2;52;0;inc-group
IncL/M;52;0;inc-group
IncN;52;0;inc-group
IncN2;52;0;inc-group
IncN3;52;0;inc-group
IncP;52;0;inc-group
IncQ1;52;0;inc-group
IncQ2;52;0;inc-group
IncR;52;0;inc-group
IncU;52;0;inc-group
IncX3;52;0;inc-group
IncY;52;0;inc-group
Acinetobacter;52;0;organism
Aeromonas;52;0;organism
Citrobacter;52;4;organism
Enterobacter;52;0;organism
Escherichia;52;0;organism
Klebsiella;52;4;organism
Leclercia;52;0;organism
Morganella;52;0;organism
Pantoea;52;0;organism
Proteus;52;0;organism
Pseudomonas;52;0;organism
Raoultella;52;0;organism
Salmonella;52;0;organism
Serratia;52;0;organism
blaCMY;73;0;beta-lactamase
blaCTX-M;73;0;beta-lactamase
blaDHA;73;0;beta-lactamase
blaFOX;73;0;beta-lactamase
blaGES;73;0;beta-lactamase
blaIMP;73;0;beta-lactamase
blaLAP;73;0;beta-lactamase
blaOXA;73;1;beta-lactamase
blaPSE;73;0;beta-lactamase
blaSHV;73;0;beta-lactamase
blaTEM;73;1;beta-lactamase
blaVEB;73;0;beta-lactamase
parA/B/M;73;0;plasmid-stability
stbA/B/C;73;0;plasmid-stability
vagC/D;73;0;plasmid-stability
psiA/B;73;2;plasmid-stability
IncA/C;73;0;inc-group
IncA/C2;73;0;inc-group
IncFIA;73;0;inc-group
IncFIB;73;0;inc-group
IncFIC;73;0;inc-group
IncFII;73;0;inc-group
IncHI1A;73;0;inc-group
IncHI1B;73;0;inc-group
IncHI2;73;0;inc-group
IncI1;73;0;inc-group
IncI2;73;0;inc-group
IncL/M;73;0;inc-group
IncN;73;0;inc-group
IncN2;73;0;inc-group
IncN3;73;0;inc-group
IncP;73;0;inc-group
IncQ1;73;0;inc-group
IncQ2;73;0;inc-group
IncR;73;0;inc-group
IncU;73;0;inc-group
IncX3;73;0;inc-group
IncY;73;0;inc-group
Acinetobacter;73;0;organism
Aeromonas;73;0;organism
Citrobacter;73;0;organism
Enterobacter;73;0;organism
Escherichia;73;0;organism
Klebsiella;73;4;organism
Leclercia;73;0;organism
Morganella;73;0;organism
Pantoea;73;0;organism
Proteus;73;0;organism
Pseudomonas;73;0;organism
Raoultella;73;0;organism
Salmonella;73;0;organism
Serratia;73;0;organism
blaCMY;149;0;beta-lactamase
blaCTX-M;149;0;beta-lactamase
blaDHA;149;0;beta-lactamase
blaFOX;149;0;beta-lactamase
blaGES;149;0;beta-lactamase
blaIMP;149;0;beta-lactamase
blaLAP;149;0;beta-lactamase
blaOXA;149;0;beta-lactamase
blaPSE;149;0;beta-lactamase
blaSHV;149;0;beta-lactamase
blaTEM;149;0;beta-lactamase
blaVEB;149;0;beta-lactamase
parA/B/M;149;0;plasmid-stability
stbA/B/C;149;0;plasmid-stability
vagC/D;149;0;plasmid-stability
psiA/B;149;0;plasmid-stability
IncA/C;149;0;inc-group
IncA/C2;149;0;inc-group
IncFIA;149;0;inc-group
IncFIB;149;0;inc-group
IncFIC;149;0;inc-group
IncFII;149;0;inc-group
IncHI1A;149;0;inc-group
IncHI1B;149;0;inc-group
IncHI2;149;0;inc-group
IncI1;149;0;inc-group
IncI2;149;0;inc-group
IncL/M;149;0;inc-group
IncN;149;0;inc-group
IncN2;149;0;inc-group
IncN3;149;0;inc-group
IncP;149;0;inc-group
IncQ1;149;3;inc-group
IncQ2;149;0;inc-group
IncR;149;0;inc-group
IncU;149;0;inc-group
IncX3;149;0;inc-group
IncY;149;0;inc-group
Acinetobacter;149;0;organism
Aeromonas;149;0;organism
Citrobacter;149;0;organism
Enterobacter;149;0;organism
Escherichia;149;0;organism
Klebsiella;149;4;organism
Leclercia;149;0;organism
Morganella;149;0;organism
Pantoea;149;0;organism
Proteus;149;0;organism
Pseudomonas;149;0;organism
Raoultella;149;0;organism
Salmonella;149;0;organism
Serratia;149;0;organism
blaCMY;10;0;beta-lactamase
blaCTX-M;10;0;beta-lactamase
blaDHA;10;0;beta-lactamase
blaFOX;10;0;beta-lactamase
blaGES;10;0;beta-lactamase
blaIMP;10;0;beta-lactamase
blaLAP;10;0;beta-lactamase
blaOXA;10;0;beta-lactamase
blaPSE;10;0;beta-lactamase
blaSHV;10;0;beta-lactamase
blaTEM;10;0;beta-lactamase
blaVEB;10;0;beta-lactamase
parA/B/M;10;0;plasmid-stability
stbA/B/C;10;0;plasmid-stability
vagC/D;10;0;plasmid-stability
psiA/B;10;2;plasmid-stability
IncA/C;10;0;inc-group
IncA/C2;10;0;inc-group
IncFIA;10;0;inc-group
IncFIB;10;0;inc-group
IncFIC;10;0;inc-group
IncFII;10;0;inc-group
IncHI1A;10;0;inc-group
IncHI1B;10;0;inc-group
IncHI2;10;0;inc-group
IncI1;10;0;inc-group
IncI2;10;0;inc-group
IncL/M;10;0;inc-group
IncN;10;3;inc-group
IncN2;10;0;inc-group
IncN3;10;0;inc-group
IncP;10;0;inc-group
IncQ1;10;0;inc-group
IncQ2;10;0;inc-group
IncR;10;0;inc-group
IncU;10;0;inc-group
IncX3;10;0;inc-group
IncY;10;0;inc-group
Acinetobacter;10;0;organism
Aeromonas;10;0;organism
Citrobacter;10;0;organism
Enterobacter;10;4;organism
Escherichia;10;0;organism
Klebsiella;10;0;organism
Leclercia;10;4;organism
Morganella;10;0;organism
Pantoea;10;0;organism
Proteus;10;0;organism
Pseudomonas;10;0;organism
Raoultella;10;4;organism
Salmonella;10;0;organism
Serratia;10;0;organism
blaCMY;82;0;beta-lactamase
blaCTX-M;82;0;beta-lactamase
blaDHA;82;0;beta-lactamase
blaFOX;82;0;beta-lactamase
blaGES;82;0;beta-lactamase
blaIMP;82;0;beta-lactamase
blaLAP;82;0;beta-lactamase
blaOXA;82;1;beta-lactamase
blaPSE;82;0;beta-lactamase
blaSHV;82;0;beta-lactamase
blaTEM;82;1;beta-lactamase
blaVEB;82;0;beta-lactamase
parA/B/M;82;0;plasmid-stability
stbA/B/C;82;0;plasmid-stability
vagC/D;82;0;plasmid-stability
psiA/B;82;0;plasmid-stability
IncA/C;82;0;inc-group
IncA/C2;82;0;inc-group
IncFIA;82;0;inc-group
IncFIB;82;0;inc-group
IncFIC;82;0;inc-group
IncFII;82;0;inc-group
IncHI1A;82;0;inc-group
IncHI1B;82;0;inc-group
IncHI2;82;0;inc-group
IncI1;82;0;inc-group
IncI2;82;0;inc-group
IncL/M;82;0;inc-group
IncN;82;3;inc-group
IncN2;82;0;inc-group
IncN3;82;0;inc-group
IncP;82;0;inc-group
IncQ1;82;0;inc-group
IncQ2;82;0;inc-group
IncR;82;0;inc-group
IncU;82;0;inc-group
IncX3;82;0;inc-group
IncY;82;0;inc-group
Acinetobacter;82;0;organism
Aeromonas;82;0;organism
Citrobacter;82;0;organism
Enterobacter;82;4;organism
Escherichia;82;4;organism
Klebsiella;82;4;organism
Leclercia;82;4;organism
Morganella;82;0;organism
Pantoea;82;0;organism
Proteus;82;0;organism
Pseudomonas;82;0;organism
Raoultella;82;4;organism
Salmonella;82;0;organism
Serratia;82;0;organism
blaCMY;26;0;beta-lactamase
blaCTX-M;26;1;beta-lactamase
blaDHA;26;0;beta-lactamase
blaFOX;26;0;beta-lactamase
blaGES;26;0;beta-lactamase
blaIMP;26;0;beta-lactamase
blaLAP;26;0;beta-lactamase
blaOXA;26;0;beta-lactamase
blaPSE;26;0;beta-lactamase
blaSHV;26;0;beta-lactamase
blaTEM;26;1;beta-lactamase
blaVEB;26;0;beta-lactamase
parA/B/M;26;0;plasmid-stability
stbA/B/C;26;0;plasmid-stability
vagC/D;26;0;plasmid-stability
psiA/B;26;2;plasmid-stability
IncA/C;26;0;inc-group
IncA/C2;26;0;inc-group
IncFIA;26;0;inc-group
IncFIB;26;0;inc-group
IncFIC;26;0;inc-group
IncFII;26;0;inc-group
IncHI1A;26;0;inc-group
IncHI1B;26;0;inc-group
IncHI2;26;0;inc-group
IncI1;26;0;inc-group
IncI2;26;0;inc-group
IncL/M;26;0;inc-group
IncN;26;0;inc-group
IncN2;26;0;inc-group
IncN3;26;0;inc-group
IncP;26;0;inc-group
IncQ1;26;0;inc-group
IncQ2;26;0;inc-group
IncR;26;0;inc-group
IncU;26;0;inc-group
IncX3;26;0;inc-group
IncY;26;0;inc-group
Acinetobacter;26;0;organism
Aeromonas;26;0;organism
Citrobacter;26;0;organism
Enterobacter;26;0;organism
Escherichia;26;0;organism
Klebsiella;26;4;organism
Leclercia;26;0;organism
Morganella;26;0;organism
Pantoea;26;0;organism
Proteus;26;0;organism
Pseudomonas;26;0;organism
Raoultella;26;0;organism
Salmonella;26;0;organism
Serratia;26;0;organism
blaCMY;4;0;beta-lactamase
blaCTX-M;4;0;beta-lactamase
blaDHA;4;0;beta-lactamase
blaFOX;4;0;beta-lactamase
blaGES;4;0;beta-lactamase
blaIMP;4;0;beta-lactamase
blaLAP;4;0;beta-lactamase
blaOXA;4;1;beta-lactamase
blaPSE;4;0;beta-lactamase
blaSHV;4;0;beta-lactamase
blaTEM;4;0;beta-lactamase
blaVEB;4;0;beta-lactamase
parA/B/M;4;0;plasmid-stability
stbA/B/C;4;0;plasmid-stability
vagC/D;4;0;plasmid-stability
psiA/B;4;0;plasmid-stability
IncA/C;4;0;inc-group
IncA/C2;4;0;inc-group
IncFIA;4;0;inc-group
IncFIB;4;0;inc-group
IncFIC;4;0;inc-group
IncFII;4;0;inc-group
IncHI1A;4;0;inc-group
IncHI1B;4;0;inc-group
IncHI2;4;3;inc-group
IncI1;4;0;inc-group
IncI2;4;0;inc-group
IncL/M;4;0;inc-group
IncN;4;0;inc-group
IncN2;4;0;inc-group
IncN3;4;0;inc-group
IncP;4;0;inc-group
IncQ1;4;0;inc-group
IncQ2;4;0;inc-group
IncR;4;0;inc-group
IncU;4;0;inc-group
IncX3;4;0;inc-group
IncY;4;0;inc-group
Acinetobacter;4;0;organism
Aeromonas;4;0;organism
Citrobacter;4;0;organism
Enterobacter;4;4;organism
Escherichia;4;0;organism
Klebsiella;4;0;organism
Leclercia;4;0;organism
Morganella;4;0;organism
Pantoea;4;0;organism
Proteus;4;0;organism
Pseudomonas;4;0;organism
Raoultella;4;0;organism
Salmonella;4;0;organism
Serratia;4;0;organism
blaCMY;31;0;beta-lactamase
blaCTX-M;31;0;beta-lactamase
blaDHA;31;0;beta-lactamase
blaFOX;31;0;beta-lactamase
blaGES;31;0;beta-lactamase
blaIMP;31;0;beta-lactamase
blaLAP;31;0;beta-lactamase
blaOXA;31;0;beta-lactamase
